,Large Growth,Large Value,Small Growth,Small Value,MLPs,REITs,Foreign Growth,Foreign Value,Emerging Markets,High Yield,ST Inv Grade,Int Inv Grade,LT Inv Grade,TIPS,ST Treasury,Int Treasury,LT Treasury
,VIGRX,VIVAX,VISGX,VISVX,AMLP,VGISX,VWIGX,VTRIX,VEIEX,VWEHX,VFSTX,VFICX,VWESX,VIPSX,VFISX,VFITX,VUSTX
,Vanguard Index Trust Growth Index Fund,Vanguard Index Trust Value Index Fund,Vanguard Index Trust Small-Cap Growth Index Fund,Vanguard Index Trust Small-Cap Value Index Fund,Alerian MLP ETF,Virtus Duff & Phelps Global Real Estate Securities Fund I,Vanguard International Growth Fund,Vanguard International Value Fund,Vanguard Emerging Markets Stock Index Fund,Vanguard High Yield Corporate Fund,Vanguard Short-Term Investment Grade Fund Investor Shrs,Vanguard Intermediate-Term Investment Grade Fund Investor Shrs,Vanguard Long-Term Investment Grade Fund Investor Shrs,Vanguard Inflation Protected Securities Fund,Vanguard Short-Term Treasury Fund,Vanguard Intermediate-Term Treasury Fund,Vanguard Long-Term Treasury Fund
9/13/07,0.53009987,1.0712981,0.39980412,0.42527914,,,0.84290504,0.5720854,1.1756778,0.16777515,-0.18903017,-0.5154669,-0.7751882,-0.49341917,-0.287354,-0.45413375,-0.62167645
9/14/07,0.062024593,0.03654957,0.3982067,0.48396587,,,-0.6838918,-0.63709617,0.23239851,0,0.09468794,0.103628635,0.33482313,0.24793148,0.096058846,0.09124279,0.17873049
9/17/07,-0.6199539,-0.43843985,-0.8924186,-0.9030819,,,-1.4537096,-1.3281405,-1.0930777,0.1675129,-0.09459853,-0.10352135,0,0.16487837,-0.09596944,-0.09115934,0
9/18/07,2.620089,3.119266,3.251624,3.8274646,,,3.4161448,3.2026052,3.5498977,0.33445358,0.1893878,0.20725727,-0.33370256,0.2469182,0.19212961,0.09124279,-0.26761293
9/19/07,0.45591593,0.71173906,0.92054605,1.2872934,,,0.93843937,1.146841,1.0349274,0.49999952,0.094521046,-0.10341406,-0.55803657,-0.4105091,0,-0.09115934,-0.7155657
9/20/07,-0.3630817,-0.8480549,-0.672102,-0.9820938,,,-0.18594265,-0.2445519,-0.22407174,-0.16584396,-0.283283,-0.6211102,-1.1223257,-0.906837,-0.2876401,-0.82116723,-1.4414489
9/21/07,0.51624775,0.39201975,0.48332214,0.11669397,,,0.9314418,0.7577419,1.5720248,0.33222437,0.09468794,0.20833015,0.6810427,0.1663804,0.09615421,0.18399954,0.5484462
9/24/07,-0.21193027,-0.8214295,-0.72150826,-0.9324014,,,0.14765263,0.022125244,0.91598034,0.33112764,0,0.1039505,0.22548437,-0.08402467,0,0.091814995,0.090909004
9/25/07,0.21238327,-0.25206804,0.09690523,-0.64706206,,,0.036859512,0.13267994,0.09388924,-0.1650095,0.09460449,0.10384321,-0.112485886,-0.16821027,0.096058846,0.09174347,-0.09083152
9/26/07,0.54496527,0.61371326,0.6776333,0.8881092,,,0.47900677,0.61837435,1.063168,0.16528368,0,0,0,0.16849041,0,0,-0.090909004
9/27/07,0.4215598,0.43057203,0.6250024,0.5868435,,,1.576829,1.5144825,1.5779734,0.16502142,0.094521046,0.31119585,0.56306124,0.50462484,0.0959754,0.18332005,0.63694715
9/28/07,-0.08994937,-0.4644513,-0.6211221,-0.8751452,,,0.32490492,0.19459724,-0.24368763,0.5965352,0.40585995,0.42430162,0.59360266,0.08368492,0.348711,0.36752224,0.39322376
10/01/07,1.1104465,1.5434384,1.9711494,2.0011783,,,1.2954235,1.4674187,2.4732828,0,0,0,0.44742823,0.083613396,0,0.09148121,0.36166906
10/02/07,-0.029677153,0,0.6129265,0.692451,,,0.03552437,0.14886856,1.0429025,0,0,0.2068162,0.22271872,0.16708374,0,0.09140968,0.2702713
10/03/07,-0.53444505,-0.35348535,-0.42174459,-0.6303787,,,-0.8522749,-0.55212975,-1.3270438,0,0,-0.10319352,0,-0.1668036,0,-0.09132624,-0.08984804
10/04/07,0.119400024,0.31926632,0.2352953,0.23066998,,,0.32235384,0.49114227,-0.059771538,0.16473532,0,0.20660162,0.33333302,0.08354187,0,0.09140968,0.17986298
10/05/07,1.1329651,0.8840203,1.8779397,1.6685843,,,1.463759,1.0837197,2.3026347,0.16447306,-0.18886328,-0.61855316,-1.218158,-0.751245,-0.2876401,-0.6392658,-1.2567341
10/08/07,-0.058954954,-0.56081414,-0.3225863,-0.6791234,,,-0.809288,-0.7777989,-0.52616,0,0,0,0.112104416,0,0,0,0
10/09/07,0.7964492,0.8459687,0.7397175,0.51282644,,,1.3834715,0.9533882,1.4692903,0,-0.09459853,-0.103735924,0.111973286,0,-0.09614825,-0.09191632,0.090909004
10/10/07,0.17559528,-0.4194379,0.22945404,-0.3401339,,,0.06997585,-0.16789436,0.43441057,0.16419888,0,0.10384321,0.11185408,0,0,0,0
10/11/07,-0.7011354,-0.35099983,-1.1446893,-0.7394731,,,-0.31468868,-0.23124218,0.14417171,0.16393661,0,0,-0.11173487,-0.084108114,0,0,-0.18165708
10/12/07,0.7943392,0.1761198,0.8337259,0.34383535,,,0.59628487,0.46354532,0.6046653,0,-0.09469986,-0.20747185,-0.22370815,-0.16835332,-0.09624958,-0.18398762,-0.2729714
10/15/07,-0.90484023,-0.7384002,-0.9186983,-1.2564182,,,-0.94142556,-0.9647608,-0.25758743,0,0.094783306,0.1039505,0.112104416,0.16863346,0,0.0921607,0
10/16/07,-0.5007446,-0.85015893,-0.6026864,-0.9832263,,,-1.3727546,-1.5459538,-1.0903776,0,0.09468794,0.2076745,0,0.08417368,0.19267797,0.18416643,0.09124279
10/17/07,0.41444302,-0.035727024,0.23320913,-0.116825104,,,0.9279132,0.7743478,1.3344884,-0.32733083,0.2838254,0.6217718,1.1198163,0.92514753,0.28846264,0.64338446,1.1850476
10/18/07,0.23585558,-0.35740137,0.139606,-0.058478117,,,0.24752617,0.256145,-0.08588433,-0.16420484,0.09433031,0.20596981,0.22149086,0.16666651,0.09586811,0.18265247,0.2702713
10/19/07,-2.647066,-2.439016,-2.8345764,-2.8671741,,,-2.3280442,-2.1290183,-3.1232119,-0.3289461,0.28276443,0.5138755,0.99447966,0.7487416,0.2873659,0.54694414,1.0781646
10/22/07,0.48338175,0.3308773,0.81300735,1.3252974,,,-0.397259,-0.30454397,0.029575825,-0.1650095,-0.093984604,-0.10223985,0.109398365,-0.082570314,-0.09551048,0,0.08889437
10/23/07,1.1425138,0.5862951,1.2333989,0.5945325,,,1.957941,1.527381,2.6907206,0.16528368,0,0,-0.2185762,-0.0826478,0.09560585,0,-0.08881092
10/24/07,-0.14863014,-0.2914369,-0.70290565,-0.6501198,,,-0.53343177,-0.47280788,-0.5470753,0,0.18814802,0.3070593,0.5476475,0.5789876,0.19102097,0.36264658,0.53334236
10/25/07,-0.14885068,-0.073075294,-0.99104047,-0.1784563,,,0.25026798,0.45346022,1.1291265,0,0,-0.10204315,-0.21787286,0.16447306,-0.09533167,-0.09032488,-0.08841753
10/26/07,1.1627913,1.4990807,1.6205907,1.668644,,,2.2824526,2.1496177,2.920127,0,-0.09388924,-0.204283,-0.4366815,-0.0821054,-0.095415115,-0.18083453,-0.35398006
10/29/07,0.4715562,0.36022663,0.46904087,-0.058615208,,,0.9065509,1.1153221,1.5577078,0.16502142,0,0,0.21929741,-0.08217096,0,0,0.26643276
10/30/07,-0.4400134,-0.86144805,-0.7936537,-0.4105568,,,-0.7256448,-0.89490414,-1.0681987,-0.16474724,-0.093984604,-0.10235906,-0.109410286,-0.08223653,-0.09551048,-0.09058118,-0.08857846
10/31/07,1.3258696,1.0861635,1.6000032,1.4134288,,,1.6707301,1.6169667,1.82724,0.62128305,0.22454262,-0.07715225,-0.38970113,-0.41151643,0.16471148,-0.07787943,-0.5789876
11/01/07,-1.9191623,-3.1518579,-3.1496048,-3.6004603,,,-2.8757215,-2.872491,-3.5617113,-0.1650095,0.18850565,0.51493645,0.99447966,0.82644224,0.2873659,0.6375313,1.2533545
11/02/07,0.592947,-0.48077106,0.6217122,-0.36144257,,,0.74021816,0.5957365,0.7612109,0,0.28221607,0.30736923,0.32821894,0.90163946,0.28653145,0.45249462,0.5305052
11/05/07,-0.4715562,-0.5945742,-0.9981036,-0.8464396,,,-1.5745282,-1.6074419,-2.2943556,-0.33057928,-0.18761158,-0.10214448,-0.43620467,-0.08123517,0,-0.18018484,-0.26385188
11/06/07,1.0956407,1.3084173,1.4882326,1.2804985,,,1.4575243,1.6766906,2.4914145,0,0,-0.30674338,-0.5476475,0,-0.09524226,-0.18050075,-0.4409194
11/07/07,-2.3140013,-3.2841384,-2.5543928,-3.1908512,,,-2.1023154,-2.2198737,-2.7381957,-0.16584396,0.09397268,0.10256767,-0.440526,-0.081300735,0.19066334,0.27124882,0
11/08/07,-0.7796049,0.7249117,-0.19418001,1.3059735,,,1.3242602,0.47568083,0.086176395,-0.33222437,0.09390116,0.20490885,-0.11062026,0.40683746,0.28543472,0.45086145,0.2657175
11/09/07,-1.9643426,-0.8712113,-1.6050577,-0.675267,,,-1.554215,-1.9152105,-1.1768103,-0.16667247,0.09380579,0.10225773,0.5537152,0.48621893,0.09487867,0.17952919,0.61837435
11/12/07,-1.2330413,-0.91707706,-1.6806722,-0.6180465,,,-2.0452142,-1.886791,-3.659606,0,0,0,0,0.080645084,0,0,0
11/13/07,2.902627,2.8538346,2.614379,2.6119351,,,2.8937817,2.9516935,3.828764,-0.16694069,-0.28116107,-0.30643344,-0.11013746,-0.40290356,-0.18957853,-0.26881695,-0.17559528
11/14/07,-0.7279396,-0.5999267,-0.44096112,-1.030302,,,-0.39160252,-0.34752488,0.49362183,-0.16722679,0,-0.102460384,-0.22050142,-0.080901384,-0.09496212,-0.08984804,0
11/15/07,-0.82493424,-1.6974747,-1.5255868,-1.0410309,,,-1.6082883,-1.3295591,-1.8780768,-0.3350079,0.2819538,0.51282644,0.77347755,0.40484667,0.38022995,0.6294966,0.8795142
11/16/07,0.83179474,0.19186735,0.09995699,-0.6188154,,,0.2905965,0.30925274,0.088346004,-0.33613443,0,0,0,0.080645084,0.09468794,0.089371204,0.08717775
11/19/07,-1.4970899,-1.991576,-2.3464859,-2.3038626,,,-2.6801884,-2.5104582,-3.0008852,-0.5059004,0.18743277,0.4081607,0.3289461,0.72522163,0.1892209,0.44642687,0.60976744
11/20/07,0.4962802,0.31262636,-0.25562048,-0.19120574,,,1.7119408,1.6715527,1.1525512,-0.33898354,0,0.10162592,-0.32786727,0.16000271,0.09442568,0.08889437,-0.08658171
11/21/07,-1.3888896,-1.675111,-1.3326526,-1.021713,,,-2.1588027,-2.2217274,-3.5981894,-0.5102098,0.09354353,0.20303726,0,0.39935112,0.18867254,0.17760992,0.17331839
11/23/07,1.4397502,1.8225074,1.8181801,1.8064499,,,2.2812247,2.4085522,1.3685822,0,0,-0.101321936,0.3289461,0.15910864,-0.09416342,0,0.34601688
11/26/07,-1.7895699,-2.6848257,-1.7346919,-2.7249634,,,-1.5356481,-1.4865696,-2.086532,0.17094612,0.28036833,0.81136227,1.7486453,1.1119843,0.37699938,0.8865237,1.7241359
11/27/07,1.3823509,1.5193939,0.77881813,1.1726379,,,1.5967369,1.3513446,1.9116282,-0.17065406,-0.2795875,-0.7042229,-1.0741174,-0.86410046,-0.2816856,-0.5272448,-0.9322107
11/28/07,2.726996,2.9933095,3.2972693,3.4127474,,,2.8143167,2.555561,3.1365275,0.17094612,-0.2803743,-0.50658584,-0.76004267,-0.7923901,-0.18832088,-0.35335422,-0.5988002
11/29/07,0.12065172,0.07648468,-0.049865246,-0.6226599,,,-0.21329522,-0.17335415,-0.059634447,0.3412962,0.18743277,0.40732622,0.5470395,0.71884394,0.18867254,0.44326782,0.6884694
11/30/07,0.1506567,1.4138341,0.39919615,0.626564,,,0.6056309,0.7163048,0.95465183,1.1307836,0.40103197,0.31918287,0.03274679,-0.23790598,0.4322052,0.26504993,-0.22948384
12/03/07,-0.48134923,-0.6028712,-0.9940386,-0.93399286,,,-0.4957497,-0.5387902,-0.1773119,0,0.18709898,0.5076051,0.5464554,0.3974557,0.28221607,0.53004026,0.68787336
12/04/07,-0.42322874,-0.83396435,-0.6526053,-1.0056555,,,-0.67616105,-0.6283879,0.20722151,-0.1691997,0,-0.10100007,-0.10870099,-0.23753047,0,0.08788109,0.085401535
12/05/07,1.4268398,1.5672803,1.5664458,1.7142892,,,1.254034,1.4609694,2.9542089,0.16949177,0,-0.10111332,-0.7616937,-0.6349206,0,-0.08779764,-0.42662024
12/06/07,1.4666319,1.5807271,2.3383021,2.6841521,,,1.1677265,1.2035251,1.3199568,0,-0.28011203,-0.50607324,-1.096487,-0.47923923,-0.28142333,-0.5272448,-1.0282755
12/07/07,0,-0.18525124,-0.09723306,0,,,-0.034976006,0.04247427,-0.73634386,0,-0.28090477,-0.81383586,-1.219517,-0.7223129,-0.28221607,-0.61837435,-1.212126
12/10/07,0.6194711,0.89086294,0.5839467,0.85105896,,,0.66480637,0.67926645,-0.19971132,0.16920567,-0.1877904,-0.10256767,-0.33669472,-0.1616776,0,-0.08888841,-0.35057068
12/11/07,-2.4039865,-2.6490092,-2.854377,-3.2549798,,,-2.5026083,-2.5089562,-2.9731274,0.16891956,0.37629604,0.92402697,1.6891837,0.971663,0.377357,0.97864866,1.6710639
12/12/07,0.75097084,0.34013987,0.69720745,0.24923086,,,1.4616728,1.6219735,1.767838,-0.1686275,-0.28116107,-0.50864816,-0.55370927,-0.16039014,-0.28195977,-0.52863955,-0.7785499
12/13/07,0.119268894,0.1506567,-0.29673576,-0.18645525,,,-2.0730793,-2.042997,-1.6792178,-0.16892552,-0.093984604,-0.40899515,-1.0022163,-0.56224465,-0.18849969,-0.44287443,-0.8718431
12/14/07,-1.1911869,-1.579541,-1.5376985,-2.0547926,,,-2.3322642,-2.1942198,-2.502942,0,-0.28221607,-0.410676,-0.5624294,-0.24232268,-0.18886328,-0.35586953,-0.6156504
12/17/07,-1.8083155,-1.2227714,-2.2166252,-1.5257478,,,-2.307123,-2.298975,-3.6846936,-0.1691997,0.09433031,0.20618439,0.5656123,0.32389164,0.09460449,0.17857552,0.35398006
12/18/07,0.55247545,0.6576419,1.2879968,1.6139388,,,0.96435547,0.9844899,1.7560363,0,0.18850565,0.4115224,0.8998871,0.5649686,0.18904209,0.4456401,0.8818269
12/19/07,0.091576576,-0.2959311,0.41708946,-0.12705922,,,-0.3737569,-0.5361855,0.40061474,-0.16949773,0.09407997,0.20490885,1.0033488,0.32103062,0.09433031,0.17745495,0.9615421
12/20/07,0.9168625,0.23319721,1.4758348,1.0403156,,,0.37515163,0.3920555,0.2148509,0,0.18796921,0.30676126,0.11036396,0.23999214,0.18850565,0.2657175,0.08658171
12/21/07,1.6656518,1.5897632,2.2066116,1.9304991,,,1.910305,1.5377045,2.4716616,0,-0.37523508,-0.8155048,-1.3230443,-0.7182777,-0.37629604,-0.79505444,-1.3840914
12/24/07,0.80429316,0.8396864,0.8341551,1.262629,,,0.7742405,0.6730795,1.2473345,0,-0.09416342,-0.3083229,-0.44692755,-0.3244102,-0.09443164,-0.26714206,-0.43858886
12/26/07,0.1773119,-0.03784895,0.48662424,-0.31172633,,,0.68742037,0.5491853,0.45073032,0,-0.094240904,-0.30927658,-0.8978665,-0.40683746,-0.094521046,-0.35714507,-0.7929504
12/27/07,-1.3864338,-1.3631225,-2.3728788,-2.3764849,,,-0.36144853,-0.3324628,-0.867486,0,0.09433031,0.4136443,0.9060025,0.49020052,0.1892209,0.4480362,0.7904172
12/28/07,0.14955997,0.15355349,0.09920597,-0.32030344,,,0.5642891,0.595665,0.30175447,0,0.28276443,0.51493645,1.1223435,0.4878044,0.18885136,0.5352378,1.0610104
12/31/07,-0.74671507,-0.5749285,-0.8424163,-0.44987798,,,-0.5210459,-0.56845546,-0.36101937,0.80661774,0.50712824,0.7494807,1.0469556,0.7281542,0.43535233,0.71907043,1.0014892
1/02/08,-1.4143884,-1.3492703,-1.449281,-1.549387,,,-0.6849289,-0.66698194,-1.0265708,0,0.46948195,0.81715584,1.3244987,1.1245012,0.37664175,0.79574585,1.3913035
1/03/08,0.122106075,-0.19538403,-0.6592274,-1.5081942,,,0.04056692,0.1199007,0.18304586,-0.16949773,0,0,-0.10893345,0,0.09380579,-0.087714195,-0.17152429
1/04/08,-2.987802,-1.9577146,-3.2669723,-2.9294312,,,-2.4330914,-2.4191558,-1.7965913,-0.33955574,0.18692017,0.30394793,0.10905266,0.23828745,0.18743277,0.4389763,0.17181635
1/07/08,-0.1257062,0.5990386,-0.3693998,0.5486965,,,-0.29093623,-0.09818673,0.062012672,-0.34071803,0,0,0.10892153,0,0,0.08741617,0.2572894
1/08/08,-1.7935872,-1.8261254,-2.1186411,-2.6602983,,,-0.5002022,-0.3685534,-0.21691918,-0.1709342,-0.09328723,-0.10100007,-0.43525696,0,0,0,-0.17108321
1/09/08,1.3136864,1.2535453,0.5411267,0.8409262,,,1.0054469,1.331687,2.4534225,-0.6849289,0.18674135,0.20221472,0.32787323,0.15847683,0.09354353,0.2620101,0.51413774
1/10/08,0.695765,0.9185314,1.1302471,0.90340376,,,-0.12443066,-0.048673153,-0.15156865,0.1724124,-0.09319186,-0.40363073,-1.5250564,-0.71202517,-0.09346008,-0.34843087,-1.27877
1/11/08,-1.7273843,-0.9893179,-2.0223558,-1.7906368,,,-1.8687725,-1.6557097,-1.6393363,0,0.18656254,0.4052639,0.55309534,0.7968068,0.2806425,0.43706894,0.6908417
1/14/08,1.3742328,0.759387,1.2493134,0.7713914,,,1.1849403,1.0398626,1.0185122,0.1721263,0,0,0.11001825,0.39526224,0,0,0.2572894
1/15/08,-2.5220633,-2.4196684,-2.2532165,-2.0876825,,,-3.5968244,-3.0629754,-3.5135925,0,0.093114376,0.40363073,0.8791208,0.47243834,0.09328127,0.4351616,0.85543394
1/16/08,-1.0349274,-0.1219511,-0.6037235,0.7107377,,,-2.4728835,-2.1991968,-3.0398965,-0.17182231,0,-0.20099878,-0.6536007,-0.39185286,0.09319782,0,-0.25445223
1/17/08,-2.48366,-3.296703,-2.8713465,-2.6111484,,,-1.3790011,-1.5507817,-2.8739393,-0.3442347,0.09303093,0.3021121,0.5482435,0.4720688,0.18622875,0.34662485,0.6802678
1/18/08,-0.13405085,-1.010102,-0.62536,-1.0869622,,,0.5412817,0.3938079,1.2104988,-0.17270446,0.09293556,0,-0.54525733,0,0.09293556,0.17271042,-0.33783913
1/22/08,-1.4765084,-0.6802738,-1.0297477,0.3663063,,,-3.3198833,-3.556484,-4.784054,-0.34602284,0.37139654,0.7028103,0.5482435,0.939703,0.5571008,1.0344863,1.0169506
1/23/08,1.1920929,3.082192,1.7341137,4.233575,,,-0.27841926,-0.7863343,0.03489256,-0.17361641,-0.09250641,-0.39880276,-0.54525733,-0.23274422,0,-0.2559781,-0.3355682
1/24/08,1.5483022,0.6229162,1.0795474,-0.28011203,,,3.2573342,3.7988544,2.0230174,0.34782887,-0.27777553,-0.5005002,-1.2061357,-0.46656132,-0.27700663,-0.68434477,-1.1784554
1/25/08,-1.358968,-1.7333865,-0.5621135,-0.5617976,,,-0.2253294,-0.8688748,-0.1367569,0.5199313,0,0.20121336,0.88790655,0.390625,0,0.25839806,0.7666111
1/28/08,1.3104796,2.2679567,1.7524004,2.471757,,,0.5871773,0.770247,0.8216381,0.1724124,0,0,0,0.23345947,0.092589855,0,0
1/29/08,0.331676,0.9445548,0.49999952,1.033771,,,0.8082628,1.1333704,0.40746927,0.1721263,-0.18570423,-0.40160418,-0.5500555,-0.15528202,-0.18501878,-0.34364462,-0.5917132
1/30/08,-0.46280622,-0.5695641,-1.2161374,-1.0914028,,,-0.6236136,-0.39092302,-1.3527215,0.17181635,0.09303093,-0.100809336,-0.66372156,0.23329258,0.09268522,0,-0.5102098
1/31/08,1.5941501,1.8003225,2.1264672,2.9655218,,,1.2550473,1.0988951,0.95989704,0.47186613,0.50269365,0.74146986,0.9381056,0.3103137,0.30620098,0.5207777,0.8871913
2/01/08,1.372993,1.2861848,2.7397275,2.2772908,,,1.5050888,1.3457537,2.546692,0.17181635,0.092840195,0.20121336,0.44345856,0,0.18517971,0.25817156,0.42517185
2/04/08,-0.96743107,-1.111114,-0.79999566,-0.9823203,,,-0.08722544,-0.43411255,0.7946968,0.17153025,-0.09275675,-0.20080805,-0.5518794,-0.46404004,0,-0.25750995,-0.50804615
2/05/08,-2.8655112,-3.3707857,-3.2258093,-2.5793672,,,-4.1466656,-4.077971,-3.055191,-0.34246445,0.27854443,0.4024148,0.33296347,0.5438924,0.18484592,0.43029785,0.42552948
2/06/08,-0.97216964,-0.5813956,-1.6666651,-0.8825481,,,-0.5009055,-0.32086372,-1.5249074,-0.34364462,-0.092595816,-0.20039678,-0.33185482,-0.23183823,0,-0.0856936,-0.33898354
2/07/08,0.7447481,0.8354187,1.2429357,1.5753388,,,-0.6864965,-0.80471635,0.30970573,-0.51724315,-0.09267926,-0.5020082,-1.3318539,-1.0844231,-0.09225011,-0.51457286,-1.2755156
2/08/08,0.30242205,-1.0356247,0.11160374,-0.8091688,,,-0.64516664,-0.27041435,-0.8919418,-0.5199373,0,0.20182133,0.6749153,0.8613944,0.092339516,0.43102503,0.77519417
2/11/08,1.1725307,0.04185438,0.7803798,-0.06798506,,,0.139153,0.16268492,0.6922841,-0.34843087,-0.09275675,0.10069609,0.33519268,0.38820505,0.09225607,0.1716733,0.34188032
2/12/08,0.33111572,1.0041833,0.49779415,0.74830055,,,2.1306157,2.1927476,1.7875552,-0.34965277,-0.092852116,-0.30180812,-0.77950954,-0.46404004,-0.09216666,-0.3427565,-0.6814301
2/13/08,1.6501665,1.1599064,2.311504,1.6205192,,,0.9070277,0.87417364,1.3846636,0.17544031,0.09293556,-0.10091066,-0.8978665,-0.6992996,0.09225607,0,-0.6861031
2/14/08,-1.3311684,-1.3104022,-1.9365311,-1.9269109,,,0.044941902,-0.052523613,0.23317337,0,-0.18570423,-0.5050421,-1.1325061,-0.7042289,-0.09216666,-0.42992234,-1.1226237
2/15/08,-0.1645267,0.3319502,-0.6033957,-0.27100444,,,-0.17969608,-0.18392205,0.69789886,-0.17513633,0,0.10151863,0.68728924,0.4728198,0,0.08635521,0.69868565
2/19/08,0,-0.12407303,0.38630962,0,,,1.665175,1.4477491,1.3201356,-0.17543435,-0.27906895,-0.60851574,-0.91012716,-0.4705906,-0.27675033,-0.6039679,-0.95403194
2/20/08,1.0547161,0.62111616,0.7146716,1.4266253,,,-0.354141,-0.49300194,0.32572746,-0.17575026,-0.27985573,-0.4081607,0,0.1576066,-0.18501878,-0.2604246,0
2/21/08,-1.2393951,-1.2757182,-1.5829623,-1.6744792,,,-0.088852644,0.052154064,-0.6168783,0.1760602,0.37418604,0.81967115,1.0332942,0.62942505,0.27803183,0.7832885,1.1383533
2/22/08,0.56142807,1.0004163,-0.16639233,0.34059286,,,0.8448243,1.0685444,1.1107445,0,0,-0.10162592,-0.34090877,-0.07818937,0,0,-0.25973916
2/25/08,1.4121413,1.4444947,2.1111012,2.240336,,,1.3668418,1.5471935,1.1308551,0,-0.2795875,-0.61036944,-0.9122133,-0.46948195,-0.27726293,-0.69084764,-1.0416746
2/26/08,0.8419752,0.52888393,1.0881424,0.73040724,,,1.696384,1.5490055,1.150167,0.52723885,0.09346008,0.20470619,0.11507273,0.55031776,0.09268522,0.2608657,0.17544031
2/27/08,-0.09633303,-0.1618743,-0.21528006,-0.32960176,,,0.5988121,0.37509203,0.85281134,0.17483234,0.09337664,0.10215044,0.1149416,0.07818937,0.092589855,0.08673668,0.087571144
2/28/08,-0.51430464,-1.216048,-0.9708762,-1.6534388,,,-0.76530576,-0.79720616,-0.5324125,-0.1745224,0.18656254,0.61223507,1.2629151,1.4062405,0.27751923,0.6932378,1.4873147
2/29/08,-2.5525093,-2.79032,-2.614385,-2.7572274,,,-2.3564637,-2.4861813,-2.9596984,0.2601385,0.66536665,1.1220217,1.5967131,0.9245038,0.7204771,1.3519764,1.7340541
3/03/08,0.06631613,0.04221201,-0.3355682,0,,,-0.21939874,-0.38630366,0.03244877,-0.17543435,0,-0.20141602,-0.3363192,0.22900105,0,0,-0.08503795
3/04/08,-0.23193955,-0.5063355,-0.61728954,-0.48409104,,,-1.3632357,-1.1375368,-1.5893579,-0.17575026,-0.27855635,-0.5045414,-0.8998871,-0.38080812,-0.091826916,-0.42589307,-0.8510649
3/05/08,0.8635044,0.33926964,0.73405504,0.2084732,,,1.4712453,1.3859749,1.0876775,0.1760602,-0.093114376,-0.40568113,-1.1350751,0,0,-0.17108321,-0.94420314
3/06/08,-1.9427061,-2.4936616,-2.9147983,-3.0513227,,,-1.4499128,-1.4444172,-2.0867288,-0.17575026,0.09319782,0.20366907,0.22962093,0.38226843,0.18382072,0.34276247,0.43327808
3/07/08,-1.00739,-0.73688626,-1.0969996,-0.071525574,,,-1.0254085,-1.0206759,-1.1322021,0,-0.093114376,0.10162592,0.22909641,0.5331278,0,0.42698383,0.3451228
3/10/08,-1.76391,-1.4410496,-2.9188573,-1.789552,,,-1.4864862,-1.3220489,-2.2903323,-0.17605424,0.09319782,0.10151863,0.91428757,0.83333254,0.18348694,0.42517185,1.1178017
3/11/08,3.0386806,4.253435,3.631997,4.3002844,,,3.2464504,3.1618476,5.3774595,-0.35273433,-0.65176487,-1.1156142,-1.245749,-1.0518432,-0.5494535,-1.0160923,-1.1904776
3/12/08,-0.6032169,-1.0199726,-0.40626526,-1.1888146,,,-0.35429597,0.025963783,-1.5701652,-0.176996,0.18743277,0.82051754,1.6054988,0.9111643,0.18416643,0.9409785,1.6351223
3/13/08,0.7417321,0.38642883,1.6899824,1.5569687,,,0.08889437,0.07790327,-0.76436996,-0.35461187,0,-0.50864816,-1.241529,-0.52670836,0.09191036,-0.42372942,-0.7620692
3/14/08,-1.9076288,-2.1813452,-2.2922695,-2.160281,,,-1.9538224,-1.8422365,-2.980578,0,0.18709898,0.5112529,0.91428757,0,0.27548075,0.76595545,1.1092186
3/17/08,-1.4670789,-0.5684376,-2.6392877,-1.4957249,,,-2.9891312,-2.6169777,-2.8995514,-0.5338013,0.28010607,0.3051877,0.33974648,-0.9833574,0.18314123,0.33783913,0.33755302
3/18/08,3.8434982,4.485488,4.7590256,4.266095,,,3.2212853,3.2844663,3.6971211,0.35778284,-0.465554,-0.60851574,-0.45146942,0,-0.36563277,-0.505054,-0.33641458
3/19/08,-2.6675522,-2.1885514,-2.6451945,-2.2884905,,,-3.52782,-3.4428298,-4.216659,0.17825365,0.09354353,0.51020384,1.3605475,0.3819704,0.18348694,0.42301416,0.9282708
3/20/08,1.6786575,2.9690266,2.0082712,2.5550008,,,1.1251688,1.061511,1.4674306,0,-0.1869142,0.10151863,0.6711483,0.07610321,-0.091576576,0.084245205,0.58528185
3/24/08,2.0889401,1.0655999,3.3584237,2.1453261,,,1.3444662,1.5351415,2.3985863,0.3558755,-0.46816468,-1.1156142,-2.000004,-1.673001,-0.5499482,-1.3468027,-2.0781398
3/25/08,0.66137314,-0.041633844,0.8403301,0.6097555,,,2.333033,1.9098043,2.1012664,0.35461187,0.18814802,0.41025877,0.5668998,-0.15468001,0.0921607,0.2559662,0.50934553
3/26/08,-0.59132576,-1.0828853,-0.16667247,-0.9427607,,,0.58113337,0.052058697,-0.2699077,0,0.09390116,0.10215044,-0.33821464,0.30983686,0.092077255,0.08510351,-0.25337338
3/27/08,-1.2888253,-0.8842051,-1.2799084,-1.3596177,,,-0.22221804,0.10405779,-0.20297766,0,0,-0.10204315,-0.5656123,0.23165941,0.009202957,-0.17006993,-0.54191947
3/28/08,-0.6695688,-0.93458295,-1.0146558,-1.1716068,,,-0.22272468,-0.2598703,-0.03389716,0,0,0.205338,0.3412962,0.62402487,0.0921607,0.25553703,0.42625666
