,Large Growth,Large Value,Small Growth,Small Value,MLPs,REITs,Foreign Growth,Foreign Value,Emerging Markets,High Yield,ST Inv Grade,Int Inv Grade,LT Inv Grade,TIPS,ST Treasury,Int Treasury,LT Treasury
,VIGRX,VIVAX,VISGX,VISVX,AMLP,VGISX,VWIGX,VTRIX,VEIEX,VWEHX,VFSTX,VFICX,VWESX,VIPSX,VFISX,VFITX,VUSTX
,Vanguard Index Trust Growth Index Fund,Vanguard Index Trust Value Index Fund,Vanguard Index Trust Small-Cap Growth Index Fund,Vanguard Index Trust Small-Cap Value Index Fund,Alerian MLP ETF,Virtus Duff & Phelps Global Real Estate Securities Fund I,Vanguard International Growth Fund,Vanguard International Value Fund,Vanguard Emerging Markets Stock Index Fund,Vanguard High Yield Corporate Fund,Vanguard Short-Term Investment Grade Fund Investor Shrs,Vanguard Intermediate-Term Investment Grade Fund Investor Shrs,Vanguard Long-Term Investment Grade Fund Investor Shrs,Vanguard Inflation Protected Securities Fund,Vanguard Short-Term Treasury Fund,Vanguard Intermediate-Term Treasury Fund,Vanguard Long-Term Treasury Fund
10/31/01,0.24752617,-0.2816856,1.0515213,1.2345791,,,0.64331293,0.6360054,0.8310318,-0.15974641,0,0.49999952,1.9058347,1.2750506,0.09328127,0.6108165,2.192986
11/01/01,2.5514483,2.0338893,1.6649365,1.4412284,,,0.9232998,0.5833745,0.54944754,0.78064203,0.41290522,0.61939955,0.84906816,0.8992791,0.4652381,0.87674856,1.030302
11/02/01,0.4012823,0.16611814,0.20470619,-0.43715835,,,0.4222393,0.33832788,0.81967115,-0.16000271,-0.09099245,-0.5964279,-1.5350938,-0.53476095,-0.18621683,-0.69084764,-1.706481
11/05/01,1.518786,1.3819814,0.9193063,1.097703,,,1.4716148,2.1194577,2.1680236,0.16026497,0,0.20000935,1.1135936,-0.08960962,0,0.17391443,0.9548545
11/06/01,1.6535401,1.1995554,0.7084966,0.97720623,,,0.20718575,0.09433031,0.5305052,0,0.1821518,0.29939413,0.33038855,0.35874844,0.18656254,0.3472209,0
11/07/01,-0.27110577,-0.21551251,0.10050535,-0.32258034,,,0.34458637,0.32988787,-0.39577484,0.48000813,0.272727,0.59701204,1.097703,0.2681017,0.2793312,0.43251514,1.1178017
11/08/01,0.11650324,0.43196678,-0.7028103,-0.32362938,,,1.0988951,1.2681961,1.1920452,0.63694715,-0.18131733,-0.39564967,-0.43430924,-0.17825961,-0.27855635,-0.51679015,-0.76530576
11/09/01,0.077569485,0.21505356,-0.70779324,0,,,-0.9510875,-0.3710568,0.1308918,0.15822649,0,-0.09929538,-0.21810532,-0.08928776,-0.093114376,-0.17316341,-0.17138124
11/12/01,-0.03875494,-0.32188296,0.30550957,0.64935684,,,-1.6460896,-1.4432013,-0.2614379,0,0,0,0,0,0,0,0
11/13/01,1.6673088,2.0990252,1.8274069,1.8279552,,,1.394701,1.3698578,1.9659281,0.15797615,-0.09083152,-0.29821992,-0.43715835,-0.35746098,-0.18638968,-0.2601862,-0.60085654
11/14/01,0.41953325,-0.052714348,0.89731216,0.9503722,,,0.5502105,-0.09319186,1.156807,0.15772581,-0.272727,-0.5981982,-0.9879172,-0.44842362,-0.3734827,-0.782609,-1.2953341
11/15/01,0.45576096,-0.31645298,-0.9881377,-1.1506319,,,1.2995958,0.88618994,0.7623911,-0.15747547,-0.45579076,-1.003015,-1.6629755,-0.7207215,-0.5623281,-1.3146341,-2.0122528
11/16/01,-0.4536867,-0.10582209,0.0997901,0.5290985,,,0.40513277,1.340735,-0.25220513,0,-0.36630034,-0.81053376,-1.127392,-0.90744495,-0.37700534,-0.88810325,-1.3392806
11/19/01,1.1773586,0.9533882,1.2961149,1.1578918,,,0.67249537,0.5474448,1.6434908,0.47317743,0.2757311,0.6128788,1.1402488,0.36629438,0.2838254,0.6272316,0.9049773
11/20/01,-0.93843937,-0.47219396,0.09843111,-0.41623116,,,-1.0688007,-0.998193,-1.368159,0,-0.18331409,-0.4060924,-0.90191364,-0.3649652,-0.09434223,-0.44522882,-0.8968532
11/21/01,-0.18946528,-0.8434355,-0.78662634,-0.52245855,,,-0.27008653,-0.18331409,-0.25220513,0,-0.36730766,-0.5096853,-0.3412962,-0.45787692,-0.37771463,-0.7155657,-0.8144796
11/23/01,0.9870887,1.3822436,1.0901809,1.6806722,,,0.67704916,0.27548075,1.8963456,-0.15698075,-0.09216666,-0.20492077,-0.34247637,-0.18398762,-0.09478927,-0.36035776,-0.456208
11/26/01,0.78947544,0.4195094,0.7843137,0,,,1.2104988,1.0531068,2.10917,0,-0.09225011,0,0.22909641,-0.09216666,-0.09487867,0.090408325,-0.09166002
11/27/01,-0.89519024,-0.46997666,-0.29182434,-0.10330677,,,-1.0631204,-0.8608997,-0.36451817,0.15722513,0.18467903,0.410676,0.22857189,-0.09225011,0.18993616,0.1806736,0.09174347
11/28/01,-1.6183674,-1.9936979,-1.8536568,-1.2409508,,,-1.3431907,-1.3711095,-2.8048754,0.15698671,-0.09216666,0,-0.114029646,-0.092339516,0,0,-0.09166002
11/29/01,1.1476755,0.91006756,1.491046,1.8848062,,,-0.2722919,-0.04634261,-0.50188303,0,0.36900043,0.8179903,1.255703,0.2772689,0.37914515,0.9918809,1.2844086
11/30/01,0.037825108,-0.15915632,0.29382706,0.20555258,,,0.95562935,1.0199428,0.37831068,0,0.09191036,0.10142326,-0.33821464,0.0921607,0.09442568,0.08928776,-0.27173758
12/03/01,-0.79395175,-0.9032965,-0.78125,-0.61538815,,,-0.8789718,-0.59660673,1.3819098,0.7277489,0.4787922,0.5037546,0.06697178,0.092077255,0.48433542,0.6427288,0.8147955
12/04/01,1.1433005,1.554966,2.3622036,2.373588,,,1.364255,1.2465358,0.8674145,0,0.18365383,0.30394793,0.68181753,0.27598143,0.094258785,0.26714802,0.81448555
12/05/01,2.0723462,2.4287224,2.4999976,2.6209712,,,3.6339164,3.055179,4.0540576,-0.3134787,-0.64160824,-1.21212,-1.8058658,-0.8256793,-0.5649686,-1.3321519,-2.154404
12/06/01,-0.33222437,-0.20617843,0.2814293,0.7858515,,,0.32467842,0.04425049,0.70837736,-0.15723705,-0.18450618,-0.40899515,-0.6896496,-0.6475568,-0.28409958,-0.6300628,-1.1009157
12/07/01,-0.8518517,-0.6198406,-0.18708706,-0.097465515,,,-0.3883481,-0.5307436,0.586164,-0.15747547,-0.18483996,-0.61600804,-1.3888896,-0.55865645,-0.1899302,-0.7246375,-1.6697526
12/10/01,-1.2700796,-1.9750476,-1.4995277,-1.658535,,,-2.0142972,-1.6451716,-1.2820482,-0.15773177,0.092589855,0,0.23473501,0.093626976,0.095152855,0.09124279,0.28301477
12/11/01,-0.37835836,-0.106048584,-0.19029975,0,,,-0.39787292,-0.3164649,-0.47225356,-0.15797615,0.18501282,0.20660162,0.35128593,-0.09353757,0.19011497,0.2734661,0.37629604
12/12/01,0.03798008,0,-0.19065142,-0.19840598,,,0.33288002,0.49886703,1.3048649,-0.15823245,0.092339516,0.41236877,0.70011616,0.28089285,0.18975735,0.545454,0.84348917
12/13/01,-1.5186012,-1.539284,-1.2416422,-0.7952392,,,-1.7916381,-1.2184143,-1.7564356,-0.31695962,-0.27675033,-0.61600804,-0.6952524,-0.18674731,-0.28409958,-0.6329179,-0.836432
12/14/01,0.65535307,-0.05390048,0.29013157,1.0020137,,,-0.67567825,-0.41114688,-0.5959511,-0.47694445,-0.2775252,-0.51653385,-0.8167982,-0.046765804,-0.1899302,-0.45496225,-0.6560445
12/17/01,1.3021827,0.64724684,1.6393423,1.8849254,,,1.6597509,1.0091782,-0.119906664,-0.15974641,-0.09275675,-0.10384321,0.11764765,-0.47348738,-0.095146894,0,0
12/18/01,0.71833134,0.8038521,1.3282776,0.9737015,,,0.06803274,0.18165112,-0.24008751,0.32000542,0.18569231,0.3118515,0.4700303,0,0.19048452,0.18281937,0.56602955
12/19/01,0.60060024,0.5847931,-0.28090477,-0.19285679,,,-0.61182976,-0.5892992,-0.12034178,0,0.09268522,0.51813126,1.1695862,0.856328,0.09504557,0.6386876,1.1257052
12/20/01,-1.0074556,-0.634253,-1.2206495,-1.5459001,,,-0.20519495,-0.27359724,-0.12048483,0,0,0,0.23121834,0.56602955,-0.09496212,-0.27198195,-0.09275675
12/21/01,0.82924366,0.015962124,2.1863103,1.4720321,,,0,-0.2286315,-0.9650171,0.15949011,0,-0.10309219,-0.23068786,0.37523508,0,-0.090909004,-0.37140846
12/24/01,-0.2990663,0.21493435,0.6511569,0.49164295,,,-0.47977567,-0.64160824,0.7308245,-0.15923977,-0.092595816,-0.206393,-0.23120642,-0.1869142,-0.09505749,-0.18197894,-0.37278533
12/26/01,0.29996634,0.53619146,1.0166407,0.97846985,,,0,0.046122074,1.0882616,0,-0.09267926,-0.20682812,-0.34762025,-0.18727183,-0.095146894,-0.3646314,-0.37418008
12/27/01,0.52336454,0.9066701,0.3659606,0.67830086,,,2.272725,1.8441677,0.7352948,0,0.09276867,0.41450262,0.46511889,-0.09381175,0.0952363,0.45745373,0.5633831
12/28/01,-0.104123354,0.7399559,0.13673306,-0.19249916,,,0.5387187,0.67903996,1.2165427,0,0.09268522,-0.10319352,-0.4629612,-0.2816856,0.095152855,-0.09106994,-0.46685338
12/31/01,-1.4184415,-0.83945394,-0.9115815,-0.77145696,,,0.53583384,0.5466938,0.6009698,0.31898022,0.18517971,0.5371809,0.93022585,0,0.14257431,0.54694414,0.93809366
1/02/02,0.90874434,0.31745434,-0.73596835,0.29153824,,,0.5329728,0.22655725,1.7921209,0.76025724,0.20065308,0.1208663,-0.13606548,-0.09416342,0.06315708,-0.36446452,-0.8373618
1/03/02,1.1257052,0.7384062,1.390171,1.5503883,,,1.5241861,1.8083215,1.6431808,0.31796694,0.09268522,0.20639896,0.3480196,0.37699938,0.0952363,0.27422905,0.37664175
1/04/02,0.111317635,1.0994673,0.9140849,1.0496259,,,0.2610922,0.6216645,1.2702107,0.15847683,0.092589855,-0.102990866,-0.11559725,-0.1877904,0,-0.09115934,-0.37523508
1/07/02,-1.0378003,-0.25892854,-1.3586938,-0.6609976,,,-0.58593154,-0.39717555,1.2542725,0.31645298,0.18501282,0.51546097,0.9259224,0.28221607,0.28543472,0.5474448,1.1299372
1/08/02,0.22472143,-0.88266134,0.91826916,0.47527552,,,-1.3097644,-1.3734996,-0.78828335,0,0,-0.10256767,-0.22936463,0,0,-0.09074807,-0.093114376
1/09/02,-0.52316785,-0.4714489,-0.72793365,-0.28381944,,,-0.33177733,-0.17969608,0.22701025,0,0.092339516,0.10267496,0.22989511,0.09380579,0,0.09082556,0.09319782
1/10/02,0.30052662,-0.0526309,0.18332005,-0.09487867,,,-1.1318266,-0.8100748,-1.6987503,0.15772581,0.18450022,0.6153941,0.9174347,0.18743277,0.2846241,0.5444646,1.2104273
1/11/02,-0.524348,-1.3164818,-1.0064125,-1.2345672,,,0.06732941,-0.045371056,-0.8064568,0.15748739,0.2762437,0.40774345,0.45454502,0.37418604,0.3784299,0.5415201,0.5519867
1/14/02,-0.56475997,-0.69369674,-1.6635776,-1.3461471,,,-0.87483525,-1.1348188,-0.23228526,0,0,0,-0.22624731,0,0,0,-0.18298626
1/15/02,0.60583353,0.75228214,0.2819538,0.6822586,,,-0.20366311,-0.18365979,-1.1641502,-0.15723705,0,0.10151863,0.68027973,0.09319782,0,0.17952919,0.54996014
1/16/02,-1.4301836,-1.8133342,-1.3120949,-1.0648549,,,-1.4966011,-1.1959553,-1.2956381,0,-0.091826916,-0.10141134,-0.33783317,-0.27932525,-0.094240904,-0.17920732,-0.18231869
1/17/02,1.3363838,0.70614815,1.0446429,0.7827759,,,0.6215453,0.7914305,0.59666634,-0.15747547,-0.2757311,-0.6091416,-0.9039521,-0.18674731,-0.2830267,-0.4488349,-0.730592
1/18/02,-1.3564467,-0.6472528,-1.409781,-1.1650503,,,0.4118085,0.36951303,-0.118625164,0,0.0921607,0.30642748,0.6841421,0.09354353,0.09460449,0.18033981,0.5519867
1/22/02,-0.6875515,-0.8143306,-0.66729784,-1.2770176,,,-0.75187683,-0.69028735,0.47506094,-0.15773177,-0.092077255,-0.101828575,-0.113254786,0.09346008,-0.094521046,-0.09000301,-0.09149313
1/23/02,0.7307768,0.9304881,1.6314745,2.089548,,,-0.13774633,0.4170537,1.0638356,0,-0.09216666,-0.4077494,-0.9070277,-0.18674731,-0.09459853,-0.5405426,-1.098901
1/24/02,0,0.6507516,0.4721403,0.38986206,,,1.0344744,0.5537629,0.81870556,0,-0.18450618,-0.10235906,0,-0.09353757,-0.18939972,-0.09058118,-0.092595816
1/25/02,0,0.21551847,-0.093984604,0.48544407,,,-0.88736415,-0.59660673,0.58004856,-0.15797615,-0.092417,-0.102460384,0.114417076,-0.28090477,-0.09487867,-0.18131733,-0.09267926
1/28/02,0.15273094,-0.16129613,0.4703641,0.48308372,,,0.34434795,0.60019493,0.34601688,-0.15823245,0,-0.10256767,0,-0.09388924,0.09497404,0,0.09276867
1/29/02,-2.3636997,-3.3925653,-1.498127,-1.3461471,,,-1.3040483,-1.2391031,-0.80459714,-0.15847683,0.27751923,0.410676,0.5714297,0.18796921,0.18975735,0.54495335,0.8341074
1/30/02,1.639986,0.7803798,1.3307929,0.97465515,,,-1.321286,-1.1617124,-1.5063763,-0.15873313,-0.09225011,0,-0.113636255,0.1876235,0,0,-0.09191632
1/31/02,1.3061881,1.659286,1.7823696,1.1582971,,,1.1275649,0.98730326,1.2941122,0,-0.092339516,-0.20449162,-0.3412962,0,-0.18939972,-0.36133528,-0.2759874
2/01/02,-0.6446719,-0.7616937,-0.73732734,-1.145035,,,0.13936758,0.046551228,-0.11613369,0.74738264,0.5560994,0.7471204,0.8958936,0.18726587,0.5342603,0.72312355,0.8230567
2/04/02,-1.9847333,-2.960521,-2.228421,-1.4478743,,,-0.34794807,-0.41880012,-0.5813956,0,0.18467903,0.30676126,0.56883097,0.28036833,0.1893878,0.4520774,0.64338446
2/05/02,0.31152964,-1.1299491,-0.1899302,-0.09794831,,,-1.3268113,-1.3084054,0.116956234,-0.31796694,-0.09216666,-0.20387769,-0.22624731,0,-0.094521046,0,0
2/06/02,-0.58229566,-0.6285727,-1.4272153,-1.372546,,,-1.1323392,-0.47348738,0.3504634,-0.15948415,-0.18450618,-0.30643344,-0.45351386,-0.09319186,0.09460449,-0.18001199,-0.365299
2/07/02,-1.054275,0.5175352,-0.9652436,-0.8946359,,,0.64424276,0.57088137,-0.9313166,-0.47923923,-0.092417,-0.102460384,-0.56948066,-0.09328723,-0.094521046,-0.09017587,-0.36663413
2/08/02,1.0655165,1.9450784,1.3645172,1.8054128,,,0.49786568,0.1892209,0.11751652,0,0.09249449,0.3076911,0.57274103,0.09337664,0.09460449,0.27076006,0.45998096
2/11/02,1.483798,1.4029145,1.2500048,0.88670254,,,1.4154315,1.4164329,0.70421696,0,0,0,-0.113886595,-0.09328723,0,-0.09000301,-0.27472377
2/12/02,-0.3078103,-0.49806237,0.2849102,0.29298067,,,-0.2093494,0.46554804,-0.3496468,0,-0.18483996,-0.30674338,-0.45611262,-0.18674731,-0.094521046,-0.36035776,-0.64280033
2/13/02,1.119268,0.94549656,1.1363626,0.9737015,,,0.34965277,0.27803183,1.7543793,0,0,-0.20513535,-0.22909045,0.09354353,-0.09459853,-0.18083453,-0.092417
2/14/02,-0.22901297,-0.16528368,-0.9363353,-0.77145696,,,1.2543559,0.97043514,2.4137974,-0.16051531,0,0.20555258,0.6888628,0.3738284,0.09468794,0.27173758,0.55503845
2/15/02,-1.1094093,-1.0485709,-0.4725933,-0.09718537,,,-0.41293502,-0.22884011,-0.22445917,0,0.18517971,0.41025877,0.5701184,0.37243366,0.1892209,0.45167208,0.7359743
2/19/02,-1.8568635,-1.9520402,-2.18423,-1.4591396,,,-2.4187982,-1.7889857,-2.2497296,-0.16076565,-0.092417,-0.10214448,-0.3401339,0.18553734,0,-0.08993149,-0.27397275
2/20/02,1.5372515,1.1945486,1.4563084,1.1845946,,,-0.70821047,-0.56048036,-0.9205997,-0.32206178,0,0,0.113773346,0.18517971,0,0,0
2/21/02,-2.0186365,-1.0680199,-1.7224848,-1.3658583,,,0.78458786,0.93940496,-0.11613369,0,0,0,0.113642216,0,0,0.090014935,0.18314123
2/22/02,0.8716345,0.7386327,0.8763313,1.3847709,,,-0.42462945,-0.37226677,-0.2325654,-0.16155243,0.09249449,0.20450354,0.34052134,0.18484592,0,0.17986298,0.4570365
2/25/02,1.649642,1.9740582,0.96524954,1.0731697,,,0.7107377,0.88744164,1.0489583,-0.16180873,-0.092417,0,-0.113123655,0.09225607,0,-0.089770555,-0.2729714
2/26/02,-0.27047992,0.2765417,0.5736232,0.67567825,,,0,-0.092595816,-0.23068786,0,-0.09250641,-0.4081607,-0.56625605,-0.18433332,-0.18886328,-0.3593862,-0.63868165
2/27/02,-0.30995607,0.49641132,0.570333,0.28762817,,,1.0585666,1.2511611,2.543354,0.3241539,0.27776957,0.5123019,0.6833792,0.18467903,0.2838254,0.45086145,0.7346153
2/28/02,-0.54410696,0,-0.56710243,-0.09560585,,,0.0698328,0.18305779,-0.33821464,0.16155243,-0.092339516,0,-0.22624731,0,-0.18868446,-0.089770555,-0.3646314
3/01/02,2.6572943,1.8111944,1.9011378,1.435411,,,1.5352368,1.2334466,1.2443423,0.4877448,0.24085045,-0.01885891,-0.41088462,-0.18433332,0.10113716,-0.24797916,-0.50705075
3/04/02,1.2942553,2.641523,2.3320913,2.0754695,,,3.0240536,2.8429627,2.4581075,0.16155243,-0.092595816,0,0,-0.092339516,-0.09469986,-0.090420246,-0.18466711
3/05/02,-0.86434484,-0.47268867,-0.5469501,-0.55452585,,,-0.7338226,-0.52654743,-0.65431,0.16129017,0,-0.102460384,0.22883415,-0.092417,0,-0.09049773,0.09249449
3/06/02,1.0993242,1.8469572,1.2832284,2.0446062,,,1.2768745,0.9263277,1.3172269,0.32205582,0,0,-0.45661926,-0.09250641,0,-0.09058118,-0.4621029
3/07/02,-0.41245222,-0.5181253,0,0,,,0.3981471,0.87412596,-1.3001084,0.16051531,-0.27803183,-0.7179439,-1.1467934,-0.6481528,-0.37914515,-0.9972751,-1.485616
3/08/02,0.86597204,0.36457777,0.9049773,0.91074705,,,-0.13219118,0.08665323,-0.21953583,0,-0.2788186,-0.51653385,-0.6960511,-0.2795875,-0.28544664,-0.5494535,-0.7540047
3/11/02,0,0.6227255,0,0.27076006,,,-0.39708614,-0.21645427,0.8800864,0.16026497,0,0,0.11681318,0.09346008,0,0,0
3/12/02,-0.22397041,-0.20628572,-0.35874248,0.090014935,,,-1.1960149,-0.86767673,0,0.16000271,0,0,0.11669397,0.09337664,0.09542704,0.092077255,0
3/13/02,-0.9352803,-1.0335982,-0.6300628,-0.5395651,,,-0.06725192,-0.13129115,-0.43620467,-0.15974641,0.09319782,0.2076745,0,0.09328127,0.09533167,0.18399954,0.18993616
3/14/02,-0.15105605,0,0.3623128,0.36166906,,,0.67294836,0.96406937,0,0,-0.27932525,-0.72538257,-1.0489523,-0.18638968,-0.38095117,-0.64280033,-1.1374414
3/15/02,1.1346459,1.1488318,0.3610134,0.27025938,,,0.53476095,0.8680463,-0.5476475,0,0.09337664,0.31315088,0.35336018,0.18674135,0.09560585,0.18484592,0.6711364
3/18/02,-0.22438169,0.103247166,0.80935955,0.9208083,,,0.3989339,-0.08606315,0.66080093,0.16000271,0,0.20811558,0.46948195,0.09319782,0,0.27674437,0.47619343
3/19/02,0.48725605,0.3610134,0.35682917,0.6386876,,,0.7946968,0.8182645,0.43764114,0.15974045,0,-0.10384321,-0.23365021,-0.093114376,0,-0.09199977,-0.28435588
3/20/02,-2.014172,-1.1819065,-1.2444496,-0.9972751,,,-0.52562356,-0.6834686,0.21785498,-0.15948415,-0.1865685,-0.31184554,-0.5854845,-0.37278533,-0.19102693,-0.4603982,-0.76046586
3/21/02,0.45678616,-0.104004145,0.8100867,1.1904716,,,-0.39630532,-0.30107498,-0.10870099,0,0.09346008,0.104272366,0.2355814,0.18709898,0,0.18501282,0.38313866
3/22/02,-0.26524663,-0.5726099,-0.2678573,-0.8144796,,,-0.2652526,-0.560832,0.43525696,0,-0.093370676,-0.10417104,0,0,0,-0.18466711,-0.28625727
3/25/02,-1.5226483,-1.418817,-1.3428807,-0.72992444,,,-0.6648958,-0.86767673,-0.65004826,0,-0.09346008,-0.104278326,0,0.093626976,-0.09569526,0,0.09570122
3/26/02,0.6571293,0.53305626,0.90743303,1.1029363,,,0.066936016,0.17504692,0.2180934,0,0.18709898,0.31315088,0.5875468,0.37418604,0.19156933,0.37002563,0.6692171
3/27/02,0.076794624,0.9544015,0.9892106,1.181817,,,0,0.1747489,0.43525696,-0.15974641,0,0,-0.116825104,0.27959347,0.09560585,0,0
3/28/02,0.30698776,0.21008253,0.26714802,-0.4492402,,,0.86956024,0.6105542,0.10834932,-0.16000271,-0.093370676,-0.31217337,-0.70176125,-0.18587708,-0.16237497,-0.27650595,-0.69325566
4/01/02,0.22953749,-0.36687255,-0.62167645,-0.2707541,,,0.46418905,0.13004541,-0.21644235,0.54038763,0.398314,0.42911768,0.57326555,0.18622875,0.3833294,0.40647984,0.49272776
4/02/02,-1.603055,-0.15781522,-0.89365244,-0.18100142,,,0.33003092,-0.21645427,1.1930585,0.16051531,0.18709898,0.4179716,0.58892965,0.37174225,0.2873659,0.46253204,0.76555014
4/03/02,-0.8533776,-1.0537326,-0.6311953,-0.5439639,,,-0.13157725,-0.0433743,0,0.16026497,0.18674135,0.3121853,0.5854845,0.27776957,0.19102097,0.36832094,0.5698085
4/04/02,0.07824898,0.05325079,0.7259488,0.09114742,,,-0.5270064,-0.390625,-0.4287243,0,0,0.103724,0,0.27700663,-0.09533167,0.09174347,0.09442568
4/05/02,-0.70367455,0.053215027,-0.09009242,-0.18214583,,,-0.26490092,0.043570995,0.645864,0,0.09319782,0.20725727,0.5820751,0.36832094,0.19084215,0.3666401,0.56602955
4/08/02,0.15748739,0.37235022,0.9918809,1.2773752,,,-1.7264307,-1.0888517,-0.85561275,0,0,-0.10341406,-0.4629612,-0.09173751,0,-0.18264651,-0.37523508
4/09/02,-0.9827018,-0.42395592,0,0.2702713,,,0.20270348,0,-0.6472528,0,0,0.10352135,0.34883022,0.091814995,0,0.18297434,0.28247833
4/10/02,1.4688373,0.85151196,1.5178561,1.7969489,,,0.67430735,0.9687424,0,0.16000271,0,0,-0.23175478,0,0.0952363,-0.09132624,-0.1877904
4/11/02,-2.4256587,-2.321905,-1.5831172,-0.97087026,,,-0.6697953,-0.4361093,0.10857582,0,0,0,0.11614561,0.18348694,0,0.18281937,0.28221607
4/12/02,0.922215,0.43219328,1.8766761,1.8716574,,,0.5394459,0.2190113,0.43383837,0,0.093114376,0.2068162,0.23202896,0.18314123,0.095152855,0.18247366,0.1876235
4/15/02,-0.9535134,-0.53792596,-0.2631545,-0.08749366,,,0.60362816,0.91784,0.64793825,0,0,0,0.11572838,0.18281937,0.09504557,0.1821518,0.37453175
4/16/02,2.1259427,2.4878383,1.8469691,1.8388748,,,1.5333295,1.299262,1.394856,0.15974045,0,-0.206393,-0.3468156,0,-0.09496212,-0.18182397,-0.37313104
4/17/02,-0.7069826,0.31661987,-0.77720284,-0.515908,,,1.1162162,0.7268071,2.116406,0,0,-0.10341406,-0.6960511,0.18247366,0,-0.18214583,-0.7490635
4/18/02,0.23733377,-0.5260408,0.4351616,-0.25928617,,,-0.1298666,0.2122283,-0.72538257,0.15949011,0.09303093,0.2070427,0.23363829,0.2732277,0.09504557,0.09124279,0.18867254
4/19/02,0.118386745,0.05288124,0,0.17331839,,,0,-0.1694262,-0.104385614,0,0,0.10329485,0.34965277,0.18165112,0,0.09114742,0.37664175
4/22/02,-1.3401687,-1.7441869,-1.1265159,-0.86505413,,,-0.1950562,0.08485317,0,0,-0.09294152,-0.10319352,0.34843683,0.090658665,0.09497404,0.1821518,0.09380579
4/23/02,-0.878948,-0.37654638,-0.17527938,0.0872612,,,0.13029575,0.21195412,-0.10448694,0,-0.09302497,-0.10330677,0,-0.1811564,-0.09487867,-0.090909004,0.09372234
4/24/02,-0.68520904,-0.7559478,-0.08779764,-0.52310824,,,0.2602458,-0.4230082,-0.10460615,0.31846762,0.093114376,0.31023026,0.5786896,0.09074211,0.18993616,0.45496225,0.6554246
4/25/02,0.081169605,-0.38084984,0,0.262928,,,-0.8436084,-0.5522549,-1.3612568,0,0,0,0,0,0.094783306,0,0.09303093
4/26/02,-1.743716,-1.0376751,-0.96660256,-1.2237728,,,-0.39266944,-0.12815595,-0.10616183,-0.15873313,0,0.10309219,0,0.090658665,0,0.18116236,0.2788067
4/29/02,-0.5777955,-1.3796926,-0.35493374,0.2654791,,,-0.45992732,-0.17108321,-1.2752354,-0.15897751,-0.18604994,-0.30895472,-0.34522414,0,0,-0.18083453,-0.27803183
4/30/02,0.7472038,1.3989925,1.6919017,1.7652273,,,0.19801855,0.4284501,-0.21528006,0.15922785,-0.09319186,-0.10330677,0.11547804,0.09058714,0,0.09058714,0.2788067
5/01/02,0.6592512,1.1037469,0.17513037,0.08673668,,,0.2635002,0.6399274,0.64724684,0.67424774,0.5768657,0.6341219,0.77484846,0.27148724,0.48000813,0.6631732,0.836432
5/02/02,-0.7368028,0.3820896,0.17483234,0.6932378,,,-0.19711256,-0.12717247,-0.7502675,-0.15897751,-0.09319186,-0.20661354,-0.46029687,-0.2707541,-0.09459853,-0.18066168,-0.4616797
5/03/02,-1.4845371,-0.59814453,-0.34903884,0.34422874,,,0.13166666,0.6791115,0,0,0.09328127,0.2070427,0.5780339,0.27148724,0.09468794,0.18099546,0.4638195
5/06/02,-1.7999172,-2.0787776,-1.8388808,-1.7152667,,,-0.46021938,-0.2529502,-1.7278612,-0.15923977,0,-0.10330677,0,0,0,-0.09032488,-0.092339516
5/07/02,-0.34100413,-0.27932525,-1.0704696,-0.87260604,,,-1.1228561,-1.1411667,1.3186812,0,0.09319782,0.10341406,-0.11494756,0.1805067,0,0.090408325,-0.092417
5/08/02,4.7048807,2.913165,2.5247931,1.7605662,,,2.0040035,1.4536142,2.386105,-0.15948415,-0.27932525,-0.6198406,-1.0356665,-0.36035776,-0.3784299,-0.72267056,-1.2025893
5/09/02,-1.8382311,-1.0342956,-1.4951646,-1.4705896,,,-0.78585744,-0.75853467,-1.9067705,0,0.18674135,0.207901,0.23255348,0.18082857,0.18993616,0.1819849,0.37453175
5/10/02,-1.8310487,-1.5401602,-1.3392806,-1.755935,,,-0.8580804,-0.21231174,-0.6479502,0.15974045,0.18639565,0.31119585,0.46403408,0.09025335,0.18956661,0.36330223,0.373137
5/13/02,2.0771503,1.6759872,1.2669683,0.80429316,,,0.33288002,0.76595545,0.43478012,-0.47847033,-0.18604994,-0.41365027,-0.8083105,-0.09017587,-0.18920898,-0.45248866,-0.9293735
5/14/02,2.4501681,1.7582417,2.6809692,2.6595712,,,0.464499,0.2111435,0.97402334,-0.16025305,-0.2795875,-0.5192101,-0.69848895,-0.2707541,-0.18957853,-0.36363602,-0.75047016
5/15/02,-0.8107066,-0.2699852,0.4351616,0.34542084,,,1.1228561,0.8006811,0.7502675,-0.16051531,0.09346008,0.31315088,0.23447275,0.18099546,0,0.18247366,0.28355122
5/16/02,0.73559284,0.5955696,-1.559794,-1.462996,,,0,0.16721487,0.10638237,-0.16076565,0.09337664,0.3121853,0.5847931,0.0903368,0.18993616,0.3643036,0.47125816
5/17/02,1.2170434,0.37674904,0.61620474,0.087332726,,,0.84911585,1.0016799,0.95642805,-0.16103387,-0.1865685,-0.31120777,-0.46511292,-0.09025335,-0.18957853,-0.27223825,-0.56284666
5/20/02,-1.5631318,-1.1260033,-1.3123393,-0.87260604,,,-0.58289766,-0.24793744,-0.7368386,0,0.18692017,0.20811558,0.4672885,0.2710104,0.18993616,0.27297735,0.47168732
