Date,GSCI Energy,GSCI Ind Metals,GSCI Precious Metals,GSCI Agriculture,GSCI Livestock
20060314,1746.508,1343.426,767.3719,592.1063,3325.189
20060315,1719.508,1346.577,769.9444,593.5116,3333.001
20060316,1747.796,1350.1,771.1926,584.6372,3336.196
20060317,1724.58,1389.649,771.1192,583.6049,3328.026
20060320,1672.458,1380.399,772.605,578.6883,3334.652
20060321,1684.665,1382.415,770.7677,586.0619,3328.83
20060322,1669.701,1379.289,768.4409,581.3929,3294.315
20060323,1724.318,1415.728,768.975,577.4907,3324.706
20060324,1733.338,1419.795,781.4144,577.4484,3314.32
20060327,1726.791,1432.948,791.7398,581.6447,3280.207
20060328,1772.048,1429.668,791.1383,587.5664,3257.936
20060329,1787.715,1423.045,801.1358,589.6531,3239.057
20060330,1805.392,1442.17,821.9913,596.4431,3278.332
20060331,1785.05,1420.704,814.6747,596.6719,3207.406
20060403,1792.295,1466.063,826.3522,597.505,3226.335
20060404,1779.76,1440.099,821.6376,592.6583,3149.559
20060405,1800.652,1479.231,823.8511,597.2557,3183.048
20060406,1819.831,1506.494,835.6499,603.0319,3190.174
20060407,1801.99,1489.493,827.4112,598.2765,3226.391
20060410,1841.709,1528,843.034,601.2628,3179.329
20060411,1853.774,1537.197,840.582,604.6437,3190.638
20060412,1856.373,1570.586,843.5738,598.1571,3225.433
20060413,1878.794,1572.418,843.8624,595.1712,3226.608
20060414,1878.794,1572.418,843.8624,595.1712,3226.608
20060417,1921.427,1573.221,871.5407,594.662,3234.987
20060418,1963.056,1643.452,880.7651,605.1647,3239.047
20060419,1990.646,1631.917,902.7787,603.0656,3269.726
20060420,1972.713,1608.319,869.9403,598.8261,3253.953
20060421,2002.028,1713.621,888.9935,597.4097,3235.398
20060424,1954.162,1701.734,864.9168,594.1541,3188.622
20060425,1940.364,1773.268,884.3753,590.9761,3191.239
20060426,1915.843,1788.945,896.2191,590.9485,3231.779
20060427,1873.836,1725.398,886.3825,585.1418,3200.446
20060428,1888.416,1723.79,917.6462,594.288,3224.876
20060501,1934.469,1724.46,927.8412,599.6575,3266.71
20060502,1957.323,1750.504,938.8722,599.7607,3247.677
20060503,1898.563,1734.196,936.8028,596.8571,3254.09
20060504,1849.173,1838.05,946.9838,588.443,3220.079
20060505,1857.869,1849.518,957.221,597.4503,3227.682
20060508,1842.104,1847.836,951.1896,595.6411,3270.804
20060509,1866.718,1896.367,983.6702,603.1905,3269.814
20060510,1915.846,1961.492,987.4262,602.9081,3275.13
20060511,1938.393,2053.949,1012.552,611.9507,3305.748
20060512,1896.679,2007.997,995.0838,622.4778,3310.189
20060515,1824.29,1920.093,954.8845,617.5753,3314.908
20060516,1824.154,1945.661,966.3606,618.2991,3319.878
20060517,1796.286,1911.247,962.7297,628.2759,3327.999
20060518,1810.821,1901.192,943.3673,620.3054,3339.113
20060519,1793.337,1794.662,913.4081,613.2344,3330.973
20060522,1815.506,1817.161,914.4865,618.0575,3325.188
20060523,1859.554,1960.425,940.4909,618.4616,3292.854
20060524,1805.068,1855.479,890.8424,607.9673,3298.69
20060525,1838.768,1892.337,904.8378,608.9686,3303.991
20060526,1844.523,1938.108,909.1057,610.3773,3330.435
20060529,1844.523,1938.108,909.1057,610.3773,3330.435
20060530,1859.526,1874.261,916.2489,610.4336,3381.511
20060531,1847.024,1853.798,897.1279,596.6792,3360.188
20060601,1836.065,1803.075,873.6761,597.9585,3415.96
20060602,1882.681,1837.686,884.4664,610.3705,3435.494
20060605,1885.216,1812.664,895.9946,604.7937,3443.078
20060606,1880.857,1765.793,875.2067,590.4572,3436.538
20060607,1833.081,1821.85,873.1415,595.8423,3440.098
20060608,1827.344,1718.174,843.3859,589.4893,3458.027
20060609,1862.315,1709.017,843.4134,583.0616,3415.08
20060612,1835.671,1677.29,840.6838,587.8408,3408.76
20060613,1788.018,1588.514,774.1955,580.7248,3461.064
20060614,1802.649,1610.538,774.8764,572.4185,3459.21
20060615,1823.67,1677.03,781.6064,572.8358,3573.639
20060616,1825.226,1676.944,796.9858,574.7441,3588.399
20060619,1799.267,1630.098,784.5988,567.4693,3621.894
20060620,1789.675,1624.104,797.1562,574.8281,3576.933
20060621,1816.018,1641.327,811.3727,582.496,3555.71
20060622,1831.621,1627.609,802.8808,576.6035,3610.814
20060623,1827.645,1620.133,806.8037,572.1708,3588.533
20060626,1842.68,1681.504,806.4064,572.2869,3655.94
20060627,1850.464,1634.797,802.1341,578.3404,3664.652
20060628,1848.856,1656.931,797.6022,577.8949,3649.469
20060629,1882.464,1729.177,808.8865,582.9144,3600.724
20060630,1886.959,1759.968,846.3952,590.4184,3620.298
20060703,1887.761,1752.616,846.7434,600.2255,3648.82
20060704,1887.761,1752.616,846.7434,600.2255,3648.82
20060705,1905.297,1748.122,867.9607,601.7104,3680.629
20060706,1900.938,1841.004,877.6073,607.3511,3641.604
20060707,1876.612,1832.271,874.3587,596.237,3590.212
20060710,1856.533,1842.01,861.5531,600.0821,3538.409
20060711,1874.265,1879.886,886.1519,610.7403,3542.543
20060712,1895.486,1905.657,896.2618,609.9104,3531.974
20060713,1952.962,1875.392,899.7444,596.3555,3576.222
20060714,1968.102,1901.53,916.7626,593.7616,3548.837
20060717,1916.579,1843.353,893.8379,583.0202,3524.532
20060718,1878.991,1827.495,861.9045,582.6796,3509.361
20060719,1867.519,1833.65,883.0638,577.9047,3563.695
20060720,1864.833,1762.498,870.1621,581.8586,3538.677
20060721,1872.562,1714.146,853.3866,580.3266,3552.267
20060724,1898.22,1742.833,845.5771,580.3565,3503.965
20060725,1867.297,1791.693,851.808,575.3827,3487.207
20060726,1888.879,1770.886,857.879,566.8845,3541.826
20060727,1907.803,1788.539,873.6151,568.1828,3564.89
20060728,1876.909,1818.417,876.299,569.4233,3583.973
20060731,1927.876,1872.899,875.5008,575.4937,3605.784
20060801,1932.554,1848.42,893.2012,573.4974,3589.524
20060802,1965.605,1858.285,903.959,580.7986,3574.142
20060803,1940.753,1794.478,894.218,576.5842,3569.948
20060804,1922.059,1859.242,896.454,577.0801,3625.703
20060807,1958.407,1868.803,899.2037,571.8636,3668.954
20060808,1948.812,1868.472,896.6389,562.5978,3674.774
20060809,1954.708,1899.407,905.0426,567.3489,3670.736
20060810,1893.018,1867.136,881.961,563.8278,3751.999
20060811,1900.99,1821.87,878.3066,546.2144,3757.254
20060814,1864.335,1824.787,874.8318,535.6948,3738.618
20060815,1854.811,1839.083,866.6106,540.1435,3711.186
20060816,1832.839,1866.371,875.8056,537.7182,3744.426
20060817,1792.913,1789.985,856.9409,529.4606,3769.621
20060818,1807.887,1820.206,853.0092,529.1786,3752.401
20060821,1828.773,1854.267,872.3651,531.803,3790.585
20060822,1838.491,1863.038,870.3394,529.8549,3782.048
20060823,1802.632,1852.223,871.4139,536.8267,3766.411
20060824,1821.15,1834.284,864.3582,541.8449,3791.827
20060825,1830.383,1854.614,867.7619,540.2424,3764.035
20060828,1766.969,1855.388,856.839,538.9765,3781.234
20060829,1754.934,1824.369,852.2075,535.2256,3781.01
20060830,1747.006,1827.269,863.7179,542.7531,3811.195
20060831,1745.505,1875.274,876.6626,549.2861,3818.457
20060901,1715.659,1860.406,875.186,542.5078,3816.688
20060904,1715.659,1860.406,875.186,542.5078,3816.688
20060905,1696.196,1918.247,893.5641,544.2299,3880.185
20060906,1673.529,1958.92,888.0191,539.9873,3880.024
20060907,1658.954,1959.738,863.4296,543.5672,3850.436
20060908,1631.801,1915.84,850.9758,542.2,3806.47
20060911,1610.93,1826.145,818.2073,535.5934,3803.607
20060912,1574.59,1846.704,813.8408,529.6426,3816.893
20060913,1568.022,1839.643,816.8791,532.5306,3745.794
20060914,1537.541,1821.047,802.4021,527.9397,3712.069
20060915,1531.097,1769.391,798.2425,533.0901,3734.427
20060918,1540.275,1818.002,813.9466,537.4179,3719.902
20060919,1497.87,1826.792,799.506,540.1456,3704.115
20060920,1459.12,1824.903,804.8972,540.315,3648.581
20060921,1475.957,1868.565,808.4386,548.2205,3660.641
20060922,1452.434,1866.02,817.7071,539.4397,3657.958
20060925,1461.568,1858.027,818.7706,533.1607,3651.59
20060926,1456.615,1877.331,821.7722,541.7475,3662.63
20060927,1491.208,1878.992,831.1383,539.2892,3647.333
20060928,1486.273,1883.787,840.7695,556.1286,3645.39
20060929,1494.12,1886.974,831.1002,554.4122,3659.053
20061002,1457.07,1879.396,831.1852,553.5182,3669.251
20061003,1413.555,1859.539,799.7866,545.8333,3652.338
20061004,1435.568,1795.457,779.8005,564.5612,3644.678
20061005,1457.998,1858.323,792.9217,564.1062,3680.436
20061006,1455.017,1901.089,795.4952,562.0398,3630.63
20061009,1467.668,1913.46,805.1799,587.8753,3575.51
20061010,1440.422,1909.512,795.5705,579.9854,3555.906
20061011,1419.144,1936.362,796.9743,593.8547,3562.907
20061012,1417.262,1933.24,802.1266,597.849,3596.169
20061013,1432.047,1946.622,819.8566,611.9359,3600.281
20061016,1466.37,2013.697,829.1953,621.8056,3590.102
20061017,1449.325,1987.12,822.1241,625.5365,3564.968
20061018,1425.97,1995.327,821.4813,609.7328,3572.008
20061019,1450.418,2014.029,836.5264,611.7857,3542.056
20061020,1431.716,2004.657,827.5632,608.629,3553.039
20061023,1413.559,2003.035,808.9635,620.9857,3604.564
20061024,1429.58,1993.233,816.3277,625.95,3593.753
20061025,1479.411,2011.419,820.6791,625.6832,3624.743
20061026,1451.019,2002.525,834.728,623.4738,3728.759
20061027,1450.56,2025.734,834.9492,627.5131,3692.698
20061030,1391.735,2012.615,844.5435,620.529,3690.981
20061031,1400.284,2019.723,844.0992,608.9904,3669.605
20061101,1402.52,1980.491,861.1994,618.1143,3653.359
20061102,1389.902,2005.185,873.1714,627.2312,3625.017
20061103,1417.473,2019.003,874.8731,625.712,3592.233
20061106,1428.436,2033.851,874.7139,632.3991,3588.507
20061107,1411.857,2042.894,873.8687,635.3077,3578.537
20061108,1433.007,1976.363,861.4544,645.8276,3595.578
20061109,1465.21,2035.792,888.3431,636.6194,3596.781
20061110,1431.946,1936.712,880.8914,625.8912,3562.768
20061113,1412.776,1939.109,874.1094,621.8565,3533.227
20061114,1409.679,1907.241,873.6765,632.9108,3511.332
20061115,1426.195,1927.203,872.3344,633.8061,3525.42
20061116,1382.41,1909.17,869.9327,621.6511,3598.201
20061117,1395.955,1885.269,869.7745,624.2079,3577.424
20061120,1391.925,1911.093,869.276,628.4794,3602.657
20061121,1421.063,1949.155,880.4523,633.5838,3625.613
20061122,1391.359,1943.914,880.5662,635.8733,3618.322
20061123,1391.359,1943.914,880.5662,635.8733,3618.322
20061124,1395.297,2013.185,880.8094,646.0111,3620.148
20061127,1418.652,2000.841,899.2058,649.5884,3580.712
20061128,1438.397,1978.081,896.2735,647.7026,3560.414
20061129,1477.642,1976.594,893.6561,650.4979,3537.874
20061130,1492.578,2006.856,910.2216,659.0922,3561.676
20061201,1486.987,2023.384,908.1922,656.304,3544.402
20061204,1451.515,2024.251,909.3937,642.9973,3497.84
20061205,1446.15,2057.774,904.0232,645.2721,3553.406
20061206,1441.159,2018.608,887.6538,626.9792,3553.44
20061207,1438.444,2003.483,891.1351,629.8343,3562.549
20061208,1428.865,2016.94,882.7968,624.186,3574.667
20061211,1409.982,2016.178,888.8665,631.1819,3544.546
20061212,1405.143,2000.894,884.8435,628.0825,3522.573
20061213,1414.345,1978.887,885.2625,628.2845,3535.035
20061214,1435.565,2018.199,883.8563,632.0118,3493.505
20061215,1443.079,1984.247,861.4499,630.6563,3525.026
20061218,1408.42,1984.725,856.4916,628.1089,3544.377
20061219,1419.466,1978.843,867.282,633.64,3547.027
20061220,1421.803,1947.04,865.5128,633.9115,3548.975
20061221,1403.185,1912.714,861.0377,640.1567,3542.004
20061222,1393.95,1932.783,863.2313,648.7558,3542.02
20061225,1393.95,1932.783,863.2313,648.7558,3542.02
20061226,1354.003,1933.826,870.0518,654.5921,3536.169
20061227,1339.201,1954.609,875.9981,649.8399,3590.12
20061228,1344.331,1956.792,884.2712,650.2024,3598.586
20061229,1352.021,1945.321,885.6873,649.7358,3594.154
20070101,1352.021,1945.321,885.6873,649.7358,3594.154
20070102,1350.593,1904.368,886.1702,650.09,3596.113
20070103,1297.369,1874.884,874.0658,625.6734,3572.784
20070104,1249.143,1859.023,871.2024,615.7525,3566.841
20070105,1261.192,1804.047,842.6961,617.7987,3572.228
20070108,1262.531,1775.531,847.1921,613.3294,3587.526
20070109,1260.17,1766.732,856.1107,602.035,3553.757
20070110,1232.974,1846.219,853.0148,604.7541,3599.079
20070111,1185.318,1875.924,853.9382,616.4041,3586.989
20070112,1207.254,1836.178,873.3391,640.8896,3561.044
20070115,1207.254,1836.178,873.3391,640.8896,3561.044
20070116,1175.381,1833.874,870.4494,637.4114,3578.524
20070117,1185.899,1833.762,881.7573,645.4893,3590.462
20070118,1164.791,1824.999,873.8583,643.2664,3581.377
20070119,1208.249,1847.196,886.123,639.9326,3570.654
20070122,1207.337,1876.422,884.3929,637.3492,3540.882
20070123,1254.999,1902.564,901.1092,646.5373,3550.859
20070124,1257.022,1905.525,904.1259,635.0866,3588.571
20070125,1227.248,1926.188,905.9757,638.7616,3606.752
20070126,1254.852,1915.048,900.6506,635.4341,3625.569
20070129,1223.975,1855.071,898.0294,628.7371,3626.329
20070130,1294.852,1835.887,900.5492,633.4772,3599.691
20070131,1317.623,1871.442,911.6515,637.4709,3633.224
20070201,1300.387,1855.973,919.27,632.9084,3614.08
20070202,1327.837,1805.393,902.5012,636.3447,3663.282
20070205,1329.208,1790.921,910.0254,635.9234,3678.182
20070206,1330.56,1812.825,914.2807,627.4874,3685.163
20070207,1312.255,1789.551,913.0111,625.5615,3684.273
20070208,1351.736,1789.297,920.3126,632.1769,3652.343
20070209,1355.479,1814.305,933.1836,638.0653,3662.399
20070212,1302.132,1795.198,925.8066,633.6483,3689.301
20070213,1328.984,1872.034,929.1064,639.6774,3714.329
20070214,1300.017,1891.376,933.9009,634.0495,3740.415
20070215,1298.882,1930.334,933.2714,640.0044,3740.629
20070216,1329.625,1913.447,935.3367,649.9788,3738.581
20070219,1329.625,1913.447,935.3367,649.9788,3738.581
20070220,1313.424,1899.369,920.2066,647.0686,3681.798
20070221,1341.293,1909.657,951.9988,657.7097,3710.499
20070222,1364.168,1963.394,950.7586,669.9061,3707.67
20070223,1372.745,2031.106,958.3449,665.5083,3705.466
20070226,1376.464,2039.165,963.3285,663.332,3742.228
20070227,1375.555,2029.52,959.0988,649.7417,3757.483
20070228,1376.099,1977.144,937.5169,657.6675,3754.126
20070301,1380.499,1988.955,923.6783,649.5001,3706.468
20070302,1374.444,1949.36,892.434,644.7565,3750.689
20070305,1345.45,1897.052,885.0689,644.5606,3721.814
20070306,1362.654,1922.69,895.6985,640.1308,3726.565
20070307,1381.716,1965.656,904.9848,644.4527,3759.073
20070308,1376.576,1992.897,908.3912,642.2362,3854.192
20070309,1345.859,1956.829,903.0512,640.5619,3864.808
20070312,1324.409,2007.673,902.2767,634.226,3857.315
20070313,1319.121,1985.906,900.2544,629.2863,3834.741
20070314,1326.549,1994.233,890.8394,626.0911,3775.406
20070315,1314.258,2074.47,898.5855,618.6299,3766.282
20070316,1308.959,2090.038,908.217,622.8349,3708.519
20070319,1310.151,2081.792,909.1098,620.0695,3726.21
20070320,1303.1,2063.803,916.1881,626.9917,3722.966
20070321,1314.337,2034.963,917.0969,631.3807,3706.897
20070322,1354.26,2073.135,923.6493,632.5602,3730.386
20070323,1364.033,2040.119,913.1811,628.0787,3705.943
20070326,1383.327,2053.602,923.2021,618.5408,3729.643
20070327,1390.848,2035.158,920.5348,617.1315,3679.879
20070328,1415.2,2038.363,927.0994,618.6017,3685.016
20070329,1447.626,2065.939,919.8482,622.0224,3700.245
20070330,1451.438,2092.716,922.6005,601.2776,3753.872
20070402,1451.311,2099.652,925.1535,587.9694,3795.635
20070403,1424.752,2186.149,923.7845,579.9322,3776.347
20070404,1430.479,2236.589,934.8351,591.1302,3780.765
20070405,1432.499,2214.326,938.4017,600.4547,3799.47
20070406,1432.499,2214.326,938.4017,600.4547,3799.47
20070409,1392.052,2215.542,936.4879,598.4421,3817.178
20070410,1409.186,2261.294,943.2023,602.7735,3796.661
20070411,1413.245,2257.314,943.2259,599.6531,3777.112
20070412,1439.854,2227.793,940.6433,600.0049,3722.915
20070413,1436.469,2224.424,955.1108,610.7645,3733.946
20070416,1412.639,2231.03,960.9717,604.1186,3757.105
20070417,1386.095,2318.09,958.1644,598.5822,3763.962
20070418,1385.639,2298.356,958.8628,600.8119,3737.979
20070419,1373.511,2261.487,950.8849,610.8206,3752.325
20070420,1385.236,2293.39,961.9958,609.9465,3732.351
20070423,1422.258,2315.868,961.2598,600.124,3750.966
20070424,1402.749,2277.814,951.2384,596.5945,3735.757
20070425,1428.105,2274.701,950.8419,612.114,3743.711
20070426,1411.712,2243.552,935.8226,608.3382,3714.502
20070427,1437.638,2278.565,941.5738,604.5144,3719.608
20070430,1427.084,2283.36,944.0156,594.164,3753.988
20070501,1406.158,2319.252,934.8813,601.3428,3755.065
20070502,1391.564,2314.568,932.0415,600.4604,3733.309
20070503,1389.44,2366.389,944.9316,604.6273,3664.007
20070504,1372.766,2418.315,951.6543,606.3206,3694.147
20070507,1355.27,2419.285,953.8232,600.1749,3693.614
20070508,1367.491,2392.487,949.9763,587.6346,3707.209
20070509,1358.223,2363.731,943.0724,591.5721,3707.921
20070510,1369.315,2335.118,921.6101,585.2912,3719.497
20070511,1388.56,2354.662,929.5203,597.2347,3740.403
20070514,1385.961,2297.327,926.65,595.5184,3729.885
20070515,1398.135,2326.891,932.6276,600.825,3730.279
20070516,1388.417,2302.262,913.7148,604.7995,3746.144
20070517,1430.224,2231.698,908.2584,600.754,3727.56
20070518,1424.429,2258.796,915.177,594.2226,3739.409
20070521,1439.923,2287.368,918.7851,605.333,3756.697
20070522,1415.619,2245.368,913.0209,594.5575,3725.501
20070523,1423.773,2208.262,917.372,596.5957,3714.759
20070524,1407.492,2154.169,904.5939,608.4996,3695.232
20070525,1417.622,2205.318,907.8043,616.7098,3682.556
20070528,1417.622,2205.318,907.8043,616.7098,3682.556
20070529,1377.204,2222.785,912.5931,604.2135,3701.838
20070530,1382.59,2201.959,907.7427,621.9244,3698.464
20070531,1389.289,2233.072,918.9146,628.2233,3713.396
20070601,1407.464,2258.868,933.6384,630.2256,3701.872
20070604,1438.173,2295.027,933.3307,625.3465,3710.434
20070605,1428.717,2260.117,932.5733,627.8843,3719.994
20070606,1435.051,2218.744,931.2856,622.2532,3666.559
20070607,1442.444,2190.709,918.042,629.9842,3653.706
20070608,1397.074,2143.762,896.4289,628.0677,3649.692
20070611,1414.21,2188.952,909.2871,649.2159,3665.27
20070612,1406.272,2138.623,900.7034,649.6136,3698.373
20070613,1422.575,2151.302,900.0757,664.6122,3668.538
20070614,1450.671,2194.799,904.9561,674.4826,3707.228
20070615,1459.414,2210.556,909.2613,681.3119,3714.189
20070618,1472.19,2185.658,910.8609,683.014,3716.198
20070619,1465.087,2144.446,917.5393,661.7059,3712.18
20070620,1448.92,2158.518,911.3293,672.9198,3685.243
20070621,1447.583,2140.629,903.0661,668.4192,3666.408
20070622,1452.809,2147.769,905.969,651.2333,3644.1
20070625,1449.495,2178.443,902.3133,644.9459,3640.715
20070626,1423.067,2132.455,885.9203,656.2706,3602.64
20070627,1442.904,2134.591,884.8193,649.0256,3626.244
20070628,1440.539,2160.731,893.2058,648.9146,3649.926
20070629,1460.084,2152.928,893.6555,641.3071,3646.093
20070702,1471.283,2190.764,906.3235,636.4068,3618.346
20070703,1478.199,2188.872,901.3772,630.715,3633.455
20070704,1478.199,2188.872,901.3772,630.715,3633.455
20070705,1487.831,2216.953,894.9132,641.694,3659.744
20070706,1499.153,2217.797,901.6256,649.3982,3702.192
20070709,1494.453,2229.077,911.8521,647.0369,3699.052
20070710,1513.376,2201.762,915.6091,653.155,3699.925
20070711,1502.515,2226.613,912.9638,660.6148,3713.298
20070712,1502.461,2208.494,922.2552,667.0358,3756.463
20070713,1521.2,2212.642,920.6903,670.5141,3747.976
20070716,1509.683,2196.15,919.4921,648.396,3741.487
20070717,1500.803,2200.88,918.7452,636.6754,3803.37
20070718,1528.34,2211.057,930.4561,651.5255,3846.795
20070719,1545.727,2258.252,936.6641,648.8722,3823.626
20070720,1536.102,2307.054,944.9016,643.7234,3821.159
20070723,1511.09,2269.184,940.8523,636.5627,3843.59
20070724,1483.366,2254.685,945.9887,648.5874,3835.766
20070725,1517.825,2198.041,930.2841,644.3887,3829.978
20070726,1504.201,2173.32,915.1171,652.8323,3823.503
20070727,1534.048,2163.228,909.9243,653.8896,3884.053
20070730,1535.593,2169.473,917.0147,651.3512,3913.851
20070731,1554.355,2213.318,921.3229,653.6248,3960.312
20070801,1530.045,2187.804,916.8623,650.4713,3922.364
20070802,1528.833,2179.806,918.1589,656.3747,3906.23
20070803,1506.437,2128.952,928.9783,661.8728,3951.521
20070806,1449.075,2122.513,926.9875,663.048,3905.11
20070807,1455.979,2133.794,926.4363,666.5651,3814.875
20070808,1450.251,2103.898,931.9794,678.2886,3798.09
20070809,1451.129,2063.152,912.0321,671.1634,3772.238
20070810,1453.481,2049.489,924.0659,666.5617,3757.894
20070813,1455.039,2074.773,923.486,668.7468,3783.092
20070814,1465.108,2043.958,921.2719,671.0271,3759.532
20070815,1487.018,2016.665,919.727,664.8449,3758.685
20070816,1446.8,1899.409,884.8308,646.5117,3679.067
20070817,1466.518,1953.303,898.0829,654.5303,3730.845
20070820,1431.112,1952.666,897.5092,657.566,3735.886
20070821,1404.89,1949.406,895.287,663.9086,3770.818
20070822,1394.904,1998.772,898.8457,680.1812,3739.668
20070823,1408.98,2022.291,899.1386,684.2901,3784.732
20070824,1427.108,2042.058,912.624,684.3724,3846.477
20070827,1435.795,2042.545,909.8212,680.382,3798.586
20070828,1435.891,2020.713,906.706,677.3344,3799.039
20070829,1461.399,2029.787,909.7959,682.4995,3807.423
20070830,1459.228,2038.551,907.7211,695.0867,3784.622
20070831,1467.364,2063.476,919.6913,693.3865,3761.741
20070903,1467.364,2063.476,919.6913,693.3865,3761.741
20070904,1490.287,1997.003,933.5029,714.852,3789.975
20070905,1504.081,1954.895,931.8742,721.1068,3757.355
20070906,1514.11,1977.703,950.1458,713.7708,3755.082
20070907,1517.178,1950.613,958.2869,726.6038,3741.64
20070910,1538.484,1935.254,961.1281,735.8212,3737.277
20070911,1552.557,1993.449,973.0409,745.9727,3727.602
20070912,1590.09,1986.728,972.3103,744.156,3696.127
20070913,1585.402,2028.9,968.1022,734.6448,3700.243
20070914,1578.401,2024.507,968.2958,739.899,3710.309
20070917,1603.935,2004.853,977.4486,756.8395,3668.481
20070918,1614.734,2036.797,977.65,755.4779,3672.837
20070919,1619.916,2129.632,986.2406,751.3036,3660.542
20070920,1636.31,2104.629,1001.916,762.7563,3639.032
20070921,1636.502,2096.984,1002.095,773.9263,3653.243
20070924,1630.587,2130.928,1003.084,775.9602,3660.435
20070925,1602.699,2130.381,1002.422,778.2439,3637.343
20070926,1606.969,2133.73,997.9318,791.5701,3629.274
20070927,1649.596,2149.614,1004.168,806.0945,3633.11
20070928,1630.173,2139.7,1018.732,799.7763,3623.857
20071001,1606.102,2156.485,1023.436,804.742,3548.482
20071002,1607.222,2156.68,998.7295,777.0923,3535.749
20071003,1603.876,2187.971,998.2843,777.5762,3539.794
20071004,1634.809,2148.522,1008.382,768.857,3542.649
20071005,1626.976,2162.636,1012.493,761.403,3503.516
20071008,1582.58,2104.902,1001.497,746.5257,3495.768
20071009,1602.296,2141.179,1008.782,744.452,3503.828
20071010,1622.216,2179.41,1013.1,752.0207,3506.58
20071011,1649.855,2172.004,1028.765,765.3945,3550.138
20071012,1657.09,2181.267,1024.695,759.0917,3498.637
20071015,1704.754,2188.607,1034.736,753.7996,3516.369
20071016,1728.127,2162.541,1032.949,750.9735,3491.487
20071017,1724.949,2145.872,1034.21,747.1186,3474.355
20071018,1753.39,2156.406,1042.485,755.1387,3489.523
20071019,1730.074,2158.687,1040.823,767.8659,3469.447
20071022,1711.634,2123.568,1030.392,769.8238,3477.899
20071023,1699.755,2129.135,1035.043,757.9918,3457.143
20071024,1735.046,2092.362,1037.66,742.3521,3410.681
20071025,1793.299,2120.092,1046.948,745.7787,3405.636
20071026,1817.414,2144.513,1070.123,748.6876,3374.184
20071029,1850.807,2136.562,1077.892,763.5441,3382.205
20071030,1803.005,2116.921,1071.358,752.0665,3385.157
20071031,1876.088,2125.841,1081.451,753.631,3361.964
20071101,1867.041,2093.356,1078.682,737.0619,3317.723
20071102,1905.384,2113.225,1098.972,741.6898,3332.715
20071105,1868.237,2098.578,1103.685,743.8048,3356.109
20071106,1913.012,2130.22,1124.044,757.6743,3335.377
20071107,1906.519,2093.061,1135.876,753.027,3318.973
20071108,1897.495,2081.809,1142.416,746.7006,3329.974
20071109,1910.642,2066.131,1139.47,745.3666,3374.831
20071112,1883.861,2035.919,1100.589,738.1018,3342.725
20071113,1825.489,2033.841,1088.797,732.6884,3380.387
20071114,1868.6,2067.11,1111.926,741.45,3366.028
20071115,1853.469,2014.32,1073.917,742.0128,3369.604
20071116,1888.296,2005.081,1073.896,737.9481,3360.341
20071119,1897.306,1933.618,1060.475,737.7331,3346.854
20071120,1949.947,1943.629,1079.772,748.7646,3411.469
20071121,1940.689,1884.756,1087.814,759.7703,3407.678
20071122,1940.689,1884.756,1087.814,759.7703,3407.678
20071123,1959.861,1901.251,1122.077,772.1025,3422.83
20071126,1952.486,1918.659,1125.505,766.3706,3417.356
20071127,1896.13,1898.981,1107.697,769.4168,3398.65
20071128,1828.03,1914.374,1089.876,786.557,3386.412
20071129,1834.866,1921.711,1083.239,786.6341,3376.981
20071130,1788.941,1944.517,1065.156,783.0373,3345.456
20071203,1798.541,1895.743,1072.531,781.0228,3343.191
20071204,1787.348,1868.653,1090.237,792.8903,3323.738
20071205,1774.655,1864.775,1085.611,791.5392,3325.982
20071206,1817.623,1857.634,1091.171,794.5432,3332.792
20071207,1783.534,1898.973,1081.977,811.8727,3350.949
20071210,1773.549,1864.855,1101.114,818.6033,3385.879
20071211,1807.651,1871.476,1105.651,816.6704,3383.521
20071212,1891.293,1859.219,1107.446,835.0149,3351.904
20071213,1860.159,1809.424,1084.822,838.7123,3308.554
20071214,1845.064,1818.159,1075.571,851.7053,3297.171
20071217,1837.469,1786.647,1077.376,848.3754,3287.25
20071218,1821.151,1791.093,1088.75,839.2694,3324.769
20071219,1842.778,1820.273,1086.921,850.9633,3318.313
20071220,1837.398,1818.416,1085.367,846.402,3302.208
20071221,1870.351,1863.837,1101.354,849.0534,3293.513
20071224,1878.873,1864.305,1104.404,845.518,3273.02
20071225,1878.873,1864.305,1104.404,845.518,3273.02
20071226,1910.703,1864.646,1121.698,854.9259,3283.179
20071227,1925.426,1876.807,1124.42,846.0086,3301.64
20071228,1916.33,1861.103,1138.268,832.8051,3268.746
20071231,1918.783,1835.591,1133.144,833.6953,3284.137
20080101,1918.783,1835.591,1133.144,833.6953,3284.137
20080102,1991.988,1867.262,1162.921,851.2905,3272.964
20080103,1982.223,1934.238,1175.741,868.9498,3222.086
20080104,1963.782,1902.54,1171.441,863.1714,3214.343
20080107,1913.571,1901.622,1165.863,851.0624,3206.738
20080108,1940.506,1971.337,1192.412,860.7711,3196.775
20080109,1928.776,1955.558,1194.41,852.8158,3191.829
20080110,1891.774,1939.163,1212.447,848.5601,3189.44
20080111,1872.314,1956.415,1218.2,873.7846,3149.23
20080114,1906.274,1986.653,1225.697,886.4423,3150.666
20080115,1867.033,1926.678,1223.749,892.0455,3119.08
20080116,1840.21,1897.223,1195.337,885.6276,3084.171
20080117,1827.404,1883.517,1194.554,894.8137,3115.391
