Date,GSCI Energy,GSCI Ind Metals,GSCI Precious Metals,GSCI Agriculture,GSCI Livestock
19990319,318.1805,481.1605,371.9178,902.0595,2971.8
19990322,327.8662,488.0935,372.9329,910.8665,2996.133
19990323,324.2121,492.8744,372.9906,902.1567,3002.642
19990324,321.2286,490.1456,371.9833,895.8047,2979.118
19990325,328.5912,493.7393,371.0018,916.666,2957.89
19990326,338.1115,492.0906,367.2882,927.2771,2993.065
19990329,342.7007,483.6415,367.4363,931.2603,2956.091
19990330,350.937,472.7133,365.5324,932.503,2926.064
19990331,353.3479,475.7699,366.0886,910.0408,2919.648
19990401,349.3448,476.7907,366.5875,899.7238,2957.285
19990402,349.3448,476.7907,366.5875,899.7238,2957.285
19990405,353.3611,477.0241,364.142,898.5541,3003.118
19990406,352.9329,478.2307,365.6394,896.0326,3019.981
19990407,338.5675,484.0259,366.3658,889.1629,2992.62
19990408,335.8759,484.6563,366.3853,879.6765,2952.317
19990409,348.2773,485.5134,367.6433,879.9808,3014.758
19990412,346.9552,485.8509,368.8286,865.2243,3028.76
19990413,352.9955,498.9668,370.1609,864.0807,2999.422
19990414,347.5349,495.0126,367.1308,867.8128,2952.02
19990415,353.7645,504.4415,370.6842,869.8124,2933.186
19990416,361.0584,510.3593,371.3545,860.0399,2957.938
19990419,366.7088,515.1863,373.2083,860.8176,2954.385
19990420,362.0633,508.1267,372.4596,871.4125,2993.144
19990421,368.4806,507.2098,372.1346,867.8323,2982.8
19990422,373.7689,509.3554,371.6574,854.9178,2954.816
19990423,369.8394,510.1177,371.0895,858.6217,2991.77
19990426,366.8407,509.3604,368.3112,849.6468,3021.79
19990427,369.4528,515.9229,369.979,842.8314,3025.341
19990428,379.8582,518.4047,370.9767,847.7045,3045.849
19990429,381.9449,525.8791,375.3727,853.5613,3011.866
19990430,381.9725,527.9257,376.3378,855.7609,3023.209
19990503,385.6419,528.1175,375.5161,854.79,3012.376
19990504,389.3305,525.8415,374.4916,856.1637,2996.145
19990505,390.9549,523.048,376.9914,854.558,2975.421
19990506,379.0133,530.3286,379.6895,851.8435,2977.853
19990507,374.6013,524.7262,372.4524,851.7602,3005.416
19990510,379.8805,520.7956,366.5263,857.9056,2997.908
19990511,371.758,527.5223,366.9785,861.3921,3001.152
19990512,363.3497,529.064,365.7875,861.5924,2991.653
19990513,371.6787,529.3258,367.5532,859.4687,2995.959
19990514,371.9698,528.4545,364.2921,851.5,2993.996
19990517,369.5724,524.1595,362.6977,855.3648,2991.821
19990518,354.422,521.7618,361.7554,859.672,3015.95
19990519,352.6388,519.5481,360.5085,857.7819,2974.32
19990520,353.4884,515.8667,362.1109,853.7849,2987.723
19990521,358.9815,509.9463,359.9143,847.383,3003.288
19990524,351.9855,507.4551,358.5955,833.1513,2962.661
19990525,353.9497,508.2662,356.2872,839.5746,2926.179
19990526,356.9559,504.3589,355.1665,842.4703,2961.648
19990527,356.3835,485.9503,355.9163,844.5112,2917.709
19990528,352.7017,477.8939,355.4101,854.5062,2944.799
19990531,352.7017,477.8939,355.4101,854.5062,2944.799
19990601,343.3635,482.929,353.2844,853.1968,2932.331
19990602,351.0303,483.1417,350.7574,861.2414,2924.666
19990603,351.0152,480.4404,351.3294,874.7026,2955.116
19990604,362.1894,484.3117,350.8398,866.3044,2988.983
19990607,371.848,486.0856,351.0806,867.7429,3019.727
19990608,368.1378,491.4812,347.1996,861.7454,3002.106
19990609,375.1854,494.1933,345.0849,858.5621,2981.405
19990610,371.2985,498.7117,344.6253,861.0704,2965.08
19990611,382.5404,499.3334,347.2359,854.664,2995.443
19990614,382.4373,504.4857,346.6579,858.623,2988.121
19990615,386.7841,496.8959,344.8344,848.7729,2943.671
19990616,376.8791,494.5513,343.4098,847.4423,2951.665
19990617,380.9248,497.226,343.6083,845.7444,2916.247
19990618,377.0397,505.4244,344.0103,857.6584,2922.943
19990621,371.1159,510.7738,343.2802,854.6887,2900.508
19990622,368.8078,512.3611,343.259,852.2312,2916.544
19990623,380.9161,508.671,345.8754,849.9482,2895.885
19990624,379.7491,511.8042,346.7532,843.82,2851.633
19990625,380.2911,514.062,344.5043,842.9407,2855.422
19990628,378.4011,524.657,346.6127,835.996,2779.046
19990629,384.8583,524.3855,346.8816,831.456,2763.53
19990630,399.8256,531.4144,349.4747,835.6844,2731.074
19990701,399.6463,534.5669,350.4362,819.4057,2724.136
19990702,403.4446,533.0291,350.9716,799.1842,2728.045
19990705,403.4446,533.0291,350.9716,799.1842,2728.045
19990706,404.164,529.4045,342.6186,775.952,2739.861
19990707,404.8209,541.0046,343.1645,772.8239,2758.618
19990708,405.5331,548.0047,343.2768,768.4573,2744.313
19990709,409.4381,544.2515,343.7748,758.6475,2764.273
19990712,409.7128,549.9994,341.9821,753.9583,2781.5
19990713,415.5473,548.5279,341.3067,753.5099,2732.586
19990714,411.19,554.1483,339.1316,759.5032,2769.783
19990715,417.0039,555.6968,339.1181,766.8608,2753.156
19990716,421.5978,556.1062,338.8214,756.7356,2759.667
19990719,420.6107,553.1398,338.0752,769.2549,2761.452
19990720,406.7149,547.4753,338.6264,779.0789,2715.721
19990721,405.8215,542.8612,341.3198,797.6528,2742.131
19990722,414.0748,539.2764,342.0821,803.0953,2806.192
19990723,428.7422,544.8906,340.7393,822.3606,2839.68
19990726,427.5271,544.1987,339.9013,806.5961,2835.438
19990727,425.3062,547.1375,339.4587,788.7764,2816.417
19990728,429.4599,540.6607,339.8246,790.9033,2809.029
19990729,436.6325,535.9967,344.4528,800.6228,2781.69
19990730,428.6557,536.3505,343.5765,806.4203,2807.742
19990802,429.6782,534.0956,342.2285,842.686,2867.846
19990803,428.8431,538.7441,343.9095,839.6401,2854.653
19990804,434.0467,545.3562,344.6221,854.5554,2859.674
19990805,436.5856,552.7239,343.2694,853.1164,2863.422
19990806,443.5153,558.2428,343.8582,853.2723,2881.066
19990809,450.4953,558.6898,344.2538,859.3004,2870.996
19990810,450.6742,555.61,344.7913,864.4633,2907.02
19990811,453.4762,562.093,347.2849,851.3181,2888.806
19990812,452.3816,563.0014,348.5938,828.8742,2867.838
19990813,455.9224,560.873,348.3254,837.6009,2891.722
19990816,451.8622,562.2001,347.2378,841.7648,2907.832
19990817,459.451,563.5074,349.0399,844.6423,2875.746
19990818,458.9316,558.1186,347.1202,845.0859,2843.539
19990819,466.4149,555.3735,346.0112,845.8546,2853.248
19990820,467.2187,552.3962,344.551,837.483,2872.836
19990823,470.3299,552.7676,340.0295,833.5156,2881.309
19990824,464.1303,561.0718,338.2809,826.7676,2878.364
19990825,447.5207,562.1301,337.415,832.0322,2902.11
19990826,452.9457,561.1513,338.3781,823.9999,2912.65
19990827,457.3907,558.6276,339.139,819.8093,2916.242
19990830,468.1796,558.8548,339.6369,821.0694,2942.725
19990831,468.6098,569.6439,341.9549,833.9062,2932.492
19990901,465.0036,576.1544,339.7329,839.3143,2946.059
19990902,449.9162,579.3475,341.8419,845.1268,2959.214
19990903,459.4978,577.8262,339.6705,850.0341,2952.126
19990906,459.4978,577.8262,339.6705,850.0341,2952.126
19990907,474.7038,587.5248,342.6575,862.5432,2978.837
19990908,475.4775,588.2491,343.0737,850.2219,2953.017
19990909,491.2426,589.9466,344.6321,846.3856,2905.603
19990910,495.7347,587.9437,344.1262,849.0213,2940.579
19990913,501.5452,585.9096,344.3938,849.6172,2920.818
19990914,493.7117,581.1288,344.8577,844.552,2937.352
19990915,494.5887,583.045,343.3699,825.0072,2923.092
19990916,495.2908,584.9419,343.6471,827.9542,2899.487
19990917,498.2868,593.9148,341.9422,826.4915,2925.044
19990920,491.9775,589.9866,342.0661,823.7064,2907.519
19990921,489.8828,592.8721,350.2086,819.8859,2920.34
19990922,494.0191,588.7451,354.2149,818.8578,2923.949
19990923,513.3392,582.014,356.0609,820.2281,2943.998
19990924,512.7572,575.3321,358.4185,825.0726,2971.196
19990927,513.077,573.7158,375.4538,827.2459,3026.03
19990928,507.306,587.6628,409.0025,837.9488,3006.254
19990929,511.2648,580.7996,398.948,839.6725,3015.719
19990930,506.6424,581.8327,395.2215,819.3982,3026.378
19991001,508.228,580.5457,401.5993,806.4223,3057.118
19991004,491.7373,576.6179,416.7344,806.8531,3060.407
19991005,485.8252,580.795,424.6946,799.9832,3021.539
19991006,483.3906,579.6067,424.9031,802.6827,2991.731
19991007,469.8391,576.912,423.6445,797.6854,3036.118
19991008,444.7331,560.5276,419.9641,794.0353,3022.849
19991011,454.9287,551.8167,418.892,797.1481,3014.229
19991012,476.0195,570.857,417.2586,807.9677,3062.784
19991013,487.7285,573.0946,421.4895,821.6726,3047.397
19991014,476.2784,571.8117,411.4633,812.2477,3032.055
19991015,486.4677,572.0626,413.6216,808.9373,3022.382
19991018,483.4491,574.9292,407.8183,805.8502,3062.382
19991019,479.4231,578.1888,405.4933,811.6331,3106.482
19991020,480.0208,581.8947,403.4493,805.8623,3046.262
19991021,483.7277,579.1948,401.5908,799.7883,3055.612
19991022,497.673,583.0531,399.5753,800.0609,3078.594
19991025,494.5182,581.0575,396.6512,815.3453,3020.096
19991026,493.143,575.3168,384.1913,801.3561,3032.942
19991027,492.0615,566.606,388.8072,802.2103,2988.833
19991028,465.6189,577.8494,396.3385,801.7411,2997.894
19991029,467.1813,579.4891,395.2217,801.8722,3015.742
19991101,478.4411,578.7878,385.9125,804.8804,2973.87
19991102,473.8881,581.0734,387.0015,804.5091,3003.905
19991103,478.9744,585.4373,388.1836,810.7423,2991.479
19991104,485.8278,583.4182,388.8652,812.7914,3008.322
19991105,485.2606,578.4226,384.7397,807.0537,3015.899
19991108,485.5506,574.2129,384.9458,812.1112,3025.328
19991109,498.4642,580.4369,388.2059,808.1597,3043.696
19991110,508.6974,576.1882,395.9727,796.7497,3040.671
19991111,504.5935,570.3921,390.9338,796.595,3062.279
19991112,516.5592,562.3636,387.8359,796.2986,3112.163
19991115,519.343,568.1968,388.9924,805.0313,3115.299
19991116,523.0514,572.6066,392.5898,800.4935,3131.095
19991117,532.5106,572.3934,392.8648,790.7212,3114.476
19991118,520.4455,572.0516,391.5029,774.6481,3118.895
19991119,531.7358,573.4353,391.319,773.8913,3134.83
19991122,541.2777,576.2727,391.994,778.7107,3134.104
19991123,532.1164,576.5951,396.2966,778.6807,3156.962
19991124,538.1206,579.7691,397.2836,773.9307,3166.406
19991125,538.1206,579.7691,397.2836,773.9307,3166.406
19991126,536.4376,588.1002,397.397,769.5386,3178.813
19991129,523.5612,589.2088,388.1556,771.0566,3150.157
19991130,499.7268,591.4544,388.6443,778.2078,3136.434
19991201,506.7495,585.6228,387.5258,779.8199,3114.249
19991202,523.2292,584.1343,381.5415,778.0844,3118.305
19991203,519.9301,591.9399,376.0844,779.1646,3135.269
19991206,531.386,594.3357,371.9598,784.4183,3134.394
19991207,525.9065,587.4355,380.259,781.5478,3121.165
19991208,531.7997,587.9365,378.6808,769.1896,3152.705
19991209,523.6177,587.1981,374.2625,760.4298,3140.219
19991210,514.1345,584.939,375.4933,763.7684,3083.313
19991213,519.3386,587.3074,377.3062,753.3467,3069.973
19991214,528.3287,590.255,377.6598,757.2648,3095.975
19991215,535.499,599.2356,380.2176,757.8798,3100.648
19991216,548.7364,606.9039,379.6966,761.2583,3098.254
19991217,550.2012,605.9628,381.2943,767.2081,3096.745
19991220,548.5384,606.5532,381.8128,775.6486,3097.667
19991221,545.1872,603.0929,385.3087,764.1522,3114.184
19991222,531.6297,613.5099,386.3663,765.6875,3109.415
19991223,536.4745,615.3097,385.9437,771.5277,3121.283
19991224,536.4745,615.3097,385.9437,771.5277,3121.283
19991227,540.5039,618.1491,387.5809,767.0956,3121.613
19991228,548.9012,618.2407,389.8211,765.9496,3101.04
19991229,546.8683,621.9735,392.2293,768.2591,3093.916
19991230,532.3058,624.5059,389.1802,776.5817,3107.395
19991231,532.3847,624.5985,389.2379,776.6968,3107.856
20000103,532.6215,624.8763,389.411,765.9936,3137.722
20000104,526.6931,617.7162,381.7824,764.5142,3112.522
20000105,516.9684,622.0639,378.0701,771.8864,3100.378
20000106,515.8161,622.7034,377.6132,770.4524,3136.853
20000107,504.9611,625.2176,378.5632,779.7138,3170.031
20000110,512.0373,619.8514,378.6457,783.002,3168.746
20000111,530.0627,619.2596,380.6292,781.2078,3177.097
20000112,540.0133,623.1344,379.9029,792.2036,3147.93
20000113,545.1768,620.4742,381.836,805.8663,3155.654
20000114,567.6628,624.0786,382.1403,803.6898,3168.747
20000117,567.6628,624.0786,382.1403,803.6898,3168.747
20000118,583.3142,637.1039,388.1292,805.141,3171.58
20000119,585.0784,646.2845,389.9919,814.9286,3165.183
20000120,592.6957,642.2979,389.3414,812.7775,3168.156
20000121,593.878,639.1809,389.9944,810.3621,3185.788
20000124,586.0836,633.2752,389.1568,816.1796,3180.443
20000125,596.151,632.4477,388.0184,820.0689,3176.462
20000126,586.8113,629.9168,387.304,812.9036,3183.115
20000127,578.9718,630.0385,390.11,820.1357,3147.038
20000128,577.2506,629.8158,385.7943,814.4612,3170.829
20000131,588.151,631.3772,386.2001,802.7004,3194.876
20000201,600.7445,631.7059,384.7666,805.2008,3222.573
20000202,591.5514,623.8734,388.1947,804.9031,3185.316
20000203,600.172,624.8604,391.6303,798.341,3218.897
20000204,613.5233,622.4065,419.6018,805.3997,3223.3
20000207,601.4413,620.6687,407.9563,807.5466,3238.501
20000208,590.5645,617.4158,407.0033,802.7112,3192.666
20000209,603.6961,620.1585,417.4991,810.0009,3165.8
20000210,614.2511,631.0137,427.8966,824.2017,3157.663
20000211,615.6023,632.3743,422.4029,818.331,3154.79
20000214,629.2522,629.8521,418.5315,813.6529,3110.183
20000215,631.1606,620.9378,411.6317,808.7299,3087.208
20000216,634.2082,617.3713,414.0695,805.4272,3117.85
20000217,623.0643,621.1688,411.6472,804.0279,3120.789
20000218,617.9359,622.3423,413.9099,807.1348,3117.508
20000221,617.9359,622.3423,413.9099,807.1348,3117.508
20000222,622.8866,622.5746,415.1052,807.5941,3095.58
20000223,630.7419,625.6032,406.4939,793.7174,3085.92
20000224,639.4689,629.0752,403.9766,794.9273,3119.64
20000225,649.2228,623.6609,395.0565,777.2988,3140.942
20000228,650.4,600.7238,395.8652,776.1917,3158.894
20000229,659.0877,598.184,396.3729,779.2396,3145.538
20000301,685.9506,616.1643,395.3065,785.5801,3169.082
20000302,684.6712,610.8568,389.8418,786.2437,3190.851
20000303,681.8253,610.9038,391.9917,789.6112,3223.4
20000306,693.0803,613.1428,390.871,796.1654,3234.935
20000307,728.0373,609.3499,396.1579,793.2982,3213.941
20000308,672.5175,602.0025,392.5572,799.3493,3206.126
20000309,681.3507,608.8367,395.356,802.9635,3232.14
20000310,676.9438,610.5223,392.4105,799.1603,3255.043
20000313,681.9508,605.211,394.6825,810.2679,3254.272
20000314,674.4155,611.4002,392.8846,821.9783,3252.376
20000315,661.2426,611.4128,393.0905,817.9335,3255.262
20000316,666.2613,614.8492,390.0818,817.776,3228.713
20000317,661.501,618.9463,388.1167,828.9653,3234.308
20000320,633.2854,615.1772,389.8089,810.6022,3237.204
20000321,640.6856,615.2697,395.1283,804.102,3234.843
20000322,636.8135,609.1893,392.9697,806.8135,3244.644
20000323,637.9485,609.585,388.6046,795.0613,3241.445
20000324,650.0101,607.4773,388.5382,794.1157,3251.524
20000327,648.5526,603.2689,383.225,797.7269,3286.125
20000328,642.0474,605.0127,382.2505,786.2191,3301.899
20000329,626.0429,603.6712,377.2925,787.2685,3266.887
20000330,628.3325,603.4815,378.1164,798.6994,3287.601
20000331,634.998,597.2139,382.2801,813.5064,3286.488
20000403,625.9401,591.6142,381.5684,809.1457,3295.456
20000404,603.5235,586.4277,390.5513,799.5544,3267.878
20000405,611.4348,586.2722,386.9243,802.3244,3279.06
20000406,610.3597,574.4189,385.0417,791.2861,3272.488
20000407,598.5447,571.9324,382.7488,798.3297,3308.333
20000410,575.5025,578.9381,385.6786,788.4383,3317.24
20000411,578.8325,585.0857,385.3528,783.4311,3304.936
20000412,607.8365,583.8055,385.3673,791.3222,3330.456
20000413,608.0723,579.5084,385.5071,799.4896,3339.621
20000414,600.0995,567.4779,387.5869,794.747,3339.179
20000417,609.6682,564.6613,386.2387,794.8655,3315.601
20000418,614.2157,569.5179,385.1547,795.8699,3346.983
20000419,633.0732,575.5124,384.1568,799.6685,3361.728
20000420,634.4473,573.5164,381.5468,798.5408,3359.729
20000421,634.4473,573.5164,381.5468,798.5408,3359.729
20000424,638.4884,573.8788,379.5794,797.6191,3380.815
20000425,625.5326,580.9094,378.7394,801.0204,3390.711
20000426,613.3131,587.4933,374.9611,793.71,3395.364
20000427,626.8124,578.4021,378.2629,783.5335,3379.228
20000428,633.0519,584.9976,376.7639,780.9281,3369.12
20000501,638.2642,585.2736,377.4779,810.8619,3350.841
20000502,660.9723,591.3973,378.9312,814.7711,3353.746
20000503,654.2031,581.4943,380.5391,818.7957,3320.549
20000504,658.8424,582.6449,384.1961,824.4265,3335.373
20000505,659.3864,588.3246,381.704,822.0969,3319.632
20000508,681.8152,584.0307,379.2879,808.944,3312.223
20000509,695.814,586.5319,380.5144,809.9732,3302.925
20000510,694.1639,586.4676,381.5553,825.7088,3285.926
20000511,715.0046,583.8665,379.0399,831.7803,3284.022
20000512,722.6245,590.4352,379.448,835.4974,3260.102
20000515,730.546,594.1521,378.8097,827.2073,3222.882
20000516,732.6857,605.2741,379.5828,825.2644,3226.412
20000517,736.559,603.6454,376.3557,818.6846,3227.485
20000518,753.4543,602.6565,377.7303,818.6919,3219.868
20000519,748.5243,600.9655,379.7893,827.435,3187.095
20000522,724.4607,600.0467,382.3222,841.06,3190.783
20000523,726.4714,600.285,381.3638,839.4273,3212.212
20000524,757.2281,600.4997,380.8438,833.9384,3169.367
20000525,773.2734,593.2502,376.0177,828.6706,3174.919
20000526,764.7029,595.3757,378.2381,833.9795,3180.919
20000529,764.7029,595.3757,378.2381,833.9795,3180.919
20000530,774.276,575.6519,379.3812,813.7377,3155.435
20000531,749.9081,576.2896,378.3377,812.3829,3186.228
20000601,765.834,578.1154,379.0635,809.1931,3198.067
20000602,768.5003,569.0578,390.3983,817.7504,3239.036
20000605,764.9575,572.1499,395.6232,805.4343,3261.927
20000606,764.1114,572.7092,399.456,805.9161,3274.882
20000607,759.7622,560.4885,396.4053,800.2049,3248.391
20000608,761.3286,570.7506,393.1382,802.413,3228.608
20000609,767.6624,573.7674,392.3975,809.0278,3259.986
20000612,796.6523,564.8315,395.9069,790.5832,3245.635
20000613,809.5118,574.3304,394.6434,792.7663,3223.773
20000614,809.1077,578.7259,400.9657,783.1296,3207.543
20000615,809.576,591.5809,398.6116,781.8524,3199.314
20000616,789.341,596.1011,398.1307,780.1738,3218.586
20000619,769.9838,595.4533,395.5364,785.645,3220.121
20000620,792.3609,589.3956,396.6246,787.1001,3218.291
20000621,813.2763,593.3224,395.7229,788.8049,3208.667
20000622,836.4238,594.8458,395.3386,788.9665,3205.356
20000623,836.2911,588.1939,392.0279,779.4567,3225.721
20000626,827.1918,599.1292,394.1245,774.4835,3206.792
20000627,839.5675,594.457,395.3719,778.6257,3195.137
20000628,830.623,600.5527,404.4082,773.5964,3193.879
20000629,848.4014,595.3451,400.246,780.4901,3205.934
20000630,844.6244,597.1692,400.566,752.351,3198.173
20000703,847.8161,597.4531,400.757,736.3498,3195.57
20000704,847.8161,597.4531,400.757,736.3498,3195.57
20000705,799.8235,599.0598,391.9598,741.0548,3215.626
20000706,786.9672,594.3517,391.8702,732.0597,3232.351
20000707,796.1004,592.6028,392.194,735.3252,3247.66
20000710,788.0699,595.2591,393.3522,734.5064,3235.54
20000711,792.4271,601.6582,391.2713,735.8425,3195.641
20000712,796.8277,603.081,389.4722,738.8702,3159.536
20000713,818.0031,601.9466,389.3745,747.565,3152.793
20000714,817.1689,599.4737,391.587,732.3016,3179.966
20000717,799.8176,605.1674,395.6609,739.6485,3169.445
20000718,818.0119,607.7933,394.29,753.6073,3191.441
20000719,808.2543,605.757,390.133,752.8952,3153.465
20000720,796.4438,606.3424,391.8081,754.1786,3182.942
20000721,772.0102,607.2242,391.4906,758.1222,3153.447
20000724,755.1031,610.3922,390.1982,748.3666,3140.301
20000725,752.8929,608.3297,390.0157,745.2819,3129.878
20000726,756.3717,602.9459,390.1277,744.3547,3124.86
20000727,762.8943,603.8199,389.0486,745.7736,3147.521
20000728,766.6775,603.1084,388.5482,748.7812,3148.926
20000731,750.9525,603.7477,388.8792,742.797,3150.364
20000801,764.9576,602.9272,389.7244,738.8699,3102.129
20000802,781.1283,603.6867,390.165,744.9331,3096.578
20000803,789.5979,598.7616,383.6431,742.6072,3103.381
20000804,815.3653,599.1638,382.9103,734.4161,3143.128
20000807,795.1007,599.0783,383.258,730.961,3140.913
20000808,802.8769,595.3679,383.5565,737.1019,3097.101
20000809,827.8893,593.47,381.5893,733.9837,3107.185
20000810,850.5117,594.8597,382.7118,730.2685,3095.095
20000811,846.1775,596.5195,384.8405,734.8464,3132.139
20000814,851.2834,601.9185,383.8447,738.5626,3121.062
20000815,847.6469,604.1541,384.2898,738.6027,3076.473
20000816,853.7091,600.3641,387.2573,744.9133,3059.683
20000817,864.0072,603.0989,387.3311,741.2064,3064.438
20000818,872.2264,601.9633,386.0678,742.0947,3072.77
20000821,892.575,598.5625,384.9601,742.1697,3072.779
20000822,870.5445,605.8679,382.9954,738.5153,3056.151
20000823,895.5624,604.6994,379.8304,734.2706,3084.644
20000824,886.4956,605.7904,382.5096,739.9737,3086.225
20000825,897.2753,603.9393,384.5106,748.4112,3052.142
20000828,914.3002,604.2493,385.2834,752.9136,3056.739
20000829,915.9472,614.5984,384.8738,764.5873,3009.883
20000830,933.1976,619.4922,385.3228,757.9629,3022.1
20000831,930.2152,618.536,389.8161,761.4245,3029.995
20000901,935.1577,619.0786,389.1668,762.6875,3030.711
20000904,935.1577,619.0786,389.1668,762.6875,3030.711
20000905,950.947,626.3917,388.4713,766.0925,3044.348
20000906,977.8038,631.2734,387.1297,754.9374,3035.909
20000907,989.5946,631.3908,386.326,758.1264,3064.63
20000908,948.1064,637.0393,385.7108,763.556,3066.186
20000911,988.5915,633.9881,385.29,762.5385,3055.516
20000912,970.8032,641.9083,385.2378,756.7716,3056.912
20000913,955.4686,642.6167,384.4121,750.9135,3051.408
20000914,964.9901,639.9406,383.3146,743.3353,3080.547
20000915,999.3713,635.9988,383.5822,732.9994,3075.104
20000918,1018.432,632.8616,382.9569,735.8627,3070.212
20000919,1006.16,632.1964,383.4815,728.6128,3070.47
20000920,1009.354,625.5429,379.7015,725.0298,3081.826
20000921,985.6934,628.8498,380.8284,724.935,3097.292
20000922,950.6861,633.0967,382.8666,732.4577,3115.074
20000925,932.4892,636.4489,385.2718,735.1459,3124.987
20000926,932.6328,628.7042,384.4224,737.7942,3136.802
20000927,934.9267,630.1905,389.5612,739.0173,3157.64
20000928,896.3742,626.7885,387.0116,743.4401,3157.876
20000929,908.4107,627.122,384.4599,750.4437,3168.918
20001002,944.1972,616.6032,383.5254,754.8123,3170.48
20001003,943.6068,612.9535,382.0535,761.0037,3149.023
20001004,928.8867,611.5449,380.1395,762.0856,3148.186
20001005,904.5309,616.02,381.1183,761.3753,3157.754
20001006,906.1969,610.283,379.6947,763.73,3131.091
20001009,932.6323,602.5728,380.9011,767.0559,3147.004
20001010,964.439,608.7818,383.5376,779.0258,3163.066
20001011,980.4828,607.9772,381.1514,781.694,3159.249
20001012,1042.665,601.3271,388.278,780.4601,3185.287
20001013,999.0816,605.7946,383.4559,773.3096,3155.477
20001016,954.9067,599.3537,382.07,781.1958,3138.186
20001017,954.3227,588.5007,381.0586,779.458,3174.811
20001018,950.2364,587.1123,380.6529,772.1563,3179.908
20001019,930.1464,591.4328,381.2855,767.316,3146.277
20001020,949.5718,589.8561,382.3703,766.1712,3166.891
20001023,970.8922,590.6605,380.2255,755.7337,3195.689
20001024,957.1074,591.6263,379.7329,755.9164,3223.173
20001025,941.9747,583.4058,375.2341,750.6205,3196.642
20001026,954.861,572.184,373.5026,738.3981,3184.924
20001027,927.0365,576.8617,372.725,741.1103,3177.45
20001030,924.5585,579.9203,372.9221,741.6221,3179.096
20001031,918.6349,586.8893,374.3436,746.0272,3195.588
20001101,935.948,581.0086,373.4563,745.1016,3185.35
20001102,923.9226,582.4491,374.7711,754.7093,3168.534
20001103,930.4555,586.8873,374.9645,761.1824,3217.327
20001106,932.0262,583.5434,374.7931,764.298,3249.004
20001107,953.3983,582.6782,374.4609,766.3428,3209.41
20001108,959.3913,587.5475,375.4143,766.3509,3197.751
20001109,983.8937,585.92,376.5823,751.9309,3210.034
20001110,984.1909,578.8942,374.6065,753.2282,3207.246
20001113,1000.598,571.8447,373.9363,749.5293,3207.462
20001114,1021.265,579.6535,374.415,744.0337,3245.455
20001115,1051.21,580.2943,374.3511,746.4094,3237.237
20001116,1027.507,573.1669,374.6452,751.6517,3257.669
20001117,1047.637,575.0217,374.957,756.3816,3271.724
20001120,1060.672,574.9346,376.0577,759.6486,3275.181
20001121,1065.863,580.1287,374.6773,756.4934,3265.828
20001122,1073.527,579.7956,375.3684,761.4609,3287.847
20001123,1073.527,579.7956,375.3684,761.4609,3287.847
20001124,1073.137,586.2051,375.4982,766.9593,3281.485
20001127,1067.353,592.8364,381.2016,767.4089,3261.334
20001128,1028.647,594.7907,381.1373,761.8566,3252.124
20001129,1039.178,593.5162,377.3838,756.698,3231.68
20001130,1038.705,589.9517,382.3743,760.5482,3237.258
20001201,999.234,592.997,381.0484,762.8469,3250.556
20001204,1010.488,593.7983,384.6036,767.9566,3304.828
20001205,973.6236,596.4459,382.9906,761.8009,3325.543
20001206,1016.358,598.7519,387.7494,760.7442,3365.958
20001207,1000.838,610.0824,386.7582,752.0829,3365.05
20001208,982.3964,617.2231,384.7952,758.7825,3375.612
20001211,1033.235,624.9356,383.2447,755.4608,3376.632
20001212,994.6213,615.9878,383.8211,750.1336,3386.129
20001213,954.5586,613.9917,380.7681,747.2413,3386.688
20001214,924.8226,618.6453,381.5105,743.8986,3359.777
20001215,969.6501,616.9079,382.2996,743.1258,3362.25
20001218,988.8004,611.2889,381.1027,750.7978,3398.972
20001219,986.1396,611.5751,381.1535,756.3083,3351.379
20001220,938.8554,601.3988,384.7319,760.7729,3351.827
20001221,956.0803,598.5879,386.3874,762.6867,3322.471
20001222,949.3686,600.9122,385.9759,762.6962,3360.882
20001225,949.3686,600.9122,385.9759,762.6962,3360.882
20001226,967.8213,601.3004,386.9953,760.7461,3333.363
20001227,975.5456,597.6579,388.2793,762.2253,3344.314
20001228,961.5626,600.2702,384.78,761.7591,3359.697
20001229,998.4177,598.0044,384.4041,768.2865,3374.2
20010101,998.4177,598.0044,384.4041,768.2865,3374.2
20010102,958.5213,588.6924,380.3649,756.0078,3382.4
20010103,966.946,575.6187,379.9734,764.7115,3354.133
20010104,995.3519,580.4712,379.8471,764.0328,3354.798
20010105,1002.243,580.8423,380.2218,760.8687,3346.457
20010108,998.1841,595.6245,381.0219,763.8376,3324.553
20010109,1004.272,595.0275,380.6184,766.9785,3360.494
20010110,1020.137,598.1859,377.7246,769.3625,3382.562
20010111,1008.927,599.9107,376.382,762.7193,3421.8
20010112,1011.535,604.3442,377.1023,757.7478,3405.223
20010115,1011.535,604.3442,377.1023,757.7478,3405.223
20010116,997.5156,591.5632,376.6905,756.0174,3419.91
20010117,942.3655,599.7165,376.3461,754.0638,3415.97
20010118,969.6798,610.5281,377.1547,752.8976,3402.27
20010119,1010.423,608.8562,377.5522,752.8378,3393.478
20010122,1003.453,611.1193,380.6487,753.5207,3405.87
20010123,985.3488,613.6164,380.297,750.8423,3342.306
20010124,973.0453,608.7948,376.7516,754.6777,3332.306
20010125,985.8352,610.5899,377.8624,745.7901,3328.754
20010126,995.256,613.2378,375.6433,740.8019,3348.086
